quarter,primary_benchmark,composite_ticker,aum,avg_daily_trading_volume,management_fee,other_expenses,total_expenses,fee_waivers,net_expenses,spread_win,discount_win_abs,volumeshare,aumshare,logvolume,logaum,rank_fee,uniquevals,highfee
2016Q1,Russell 2000 TR USD,VTWO,519489078.4313725,55708.86274509804,0.09,0.06,0.15,0.0,0.15,0.112816,0.0103359,0.0013551294630535465,0.0208512819043807,10.92789452896873,20.068356345051328,,3,
2016Q1,Russell 2000 Value TR USD,IWN,5408808275.862069,1845193.6379310344,0.25,0.0,0.25,0.0,0.25,0.03481085,0.00706271,0.9933331701001208,0.984321822716498,14.428094782757753,22.41129462381317,2.0,2,1.0
2016Q1,Russell 2000 Value TR USD,VTWV,86150944.8275862,12384.155172413793,0.12,0.07999999999999999,0.2,0.0,0.2,0.07030585,0.01049895,0.006666829899879258,0.015678177283501963,9.424173125823181,18.27161148811645,1.0,2,0.0
2016Q1,S&P 500 TR USD,SPY,173065034482.7586,144205059.63793105,0.057,0.053,0.11,-0.016,0.094,0.0055930649999999995,0.0001701485,0.979455197010273,0.8105538674779086,18.786746869841252,25.876933282668926,2.0,2,1.0
2016Q1,S&P 500 TR USD,VOO,40449503448.27586,3024808.6379310344,0.039999999999999994,0.009999999999999998,0.05,0.0,0.05,0.021117900000000002,0.0051876000000000005,0.020544802989726933,0.18944613252209136,14.922358387257981,24.423320204683993,1.0,2,0.0
2016Q1,S&P Global Infrastructure TR USD,GII,61150565.51724138,16739.48275862069,0.4,0.0,0.4,0.0,0.4,0.8192925,0.00388996,0.05519886296071377,0.06105327419587822,9.725525445036867,17.928849668088077,1.0,2,0.0
2016Q1,S&P Global Infrastructure TR USD,IGF,940442982.4561404,286518.2631578947,0.47,0.0,0.47,0.0,0.47,0.196754,0.00884956,0.9448011370392863,0.9389467258041218,12.565557558857071,20.661861580153243,2.0,2,1.0
2016Q1,S&P MidCap 400 Growth TR,IJK,4804824310.344828,155772.0344827586,0.25,0.0,0.25,0.0,0.25,0.23937350000000002,0.00563691,0.8803819480139956,0.9197916116749913,11.95614890004783,22.292886314776116,2.0,2,1.0
2016Q1,S&P MidCap 400 Growth TR,IVOG,418994051.7241379,21164.844827586207,0.17,0.03,0.2,0.0,0.2,0.1056115,0.00033701849999999997,0.11961805198600436,0.08020838832500858,9.96009682137068,19.853367281423203,1.0,2,0.0
2016Q1,S&P MidCap 400 TR,IVOO,351565206.8965517,21577.793103448275,0.12,0.03,0.15,0.0,0.15,0.398192,0.0004168005,0.008691790434364851,0.02450315709809254,9.979419967755385,19.67790576238433,2.0,2,1.0
2016Q1,S&P MidCap 400 TR,MDY,13996186206.896551,2460970.9137931033,0.1,0.15,0.25,0.0,0.25,0.06034855,0.0002601315,0.9913082095656353,0.9754968429019075,14.716066510446423,23.36205071565719,1.0,2,0.0
2016Q1,S&P MidCap 400 Value TR USD,IJJ,3807988620.6896553,125462.27586206897,0.25,0.0,0.25,0.0,0.25,0.5450109999999999,0.00869234,0.8821112739933615,0.9611924524859718,11.739760401627038,22.060366965606793,2.0,2,1.0
2016Q1,S&P MidCap 400 Value TR USD,MDYV,153745172.41379312,16767.258620689656,0.15,0.0,0.15,0.0,0.15,0.830159,0.0009510655,0.11788872600663836,0.03880754751402817,9.727183372205426,18.850807065223265,1.0,2,0.0
2016Q1,S&P SmallCap 600 Growth TR,IJT,3009526724.137931,209940.1896551724,0.25,0.0,0.25,0.0,0.25,0.48436049999999997,0.006975625,0.8886510287642976,0.8383356860580876,12.254577957967356,21.825048668838885,2.0,2,1.0
2016Q1,S&P SmallCap 600 Growth TR,SLYG,580355913.7931035,26305.741379310344,0.15,0.0,0.15,0.0,0.15,0.313925,0.000925314,0.11134897123570237,0.16166431394191244,10.177542497736967,20.179152117772826,1.0,2,0.0
2016Q1,S&P SmallCap 600 TR USD,SLY,391317724.13793105,23522.189655172413,0.15,0.0,0.15,0.0,0.15,0.830159,0.0007787815,0.5326982126346302,0.6404145663688467,10.065699495263113,19.78503038167727,2.0,2,1.0
2016Q1,S&P SmallCap 600 TR USD,VIOO,219720413.79310346,20634.5,0.1,0.05,0.15,0.0,0.15,0.170024,0.0005276,0.4673017873653697,0.3595854336311532,9.93471971121708,19.20786644971156,1.0,2,0.0
2016Q1,S&P SmallCap 600 Value TR,IJS,3056771724.137931,172985.58620689655,0.25,0.0,0.25,0.0,0.25,0.830159,0.0070817,0.8309326153070972,0.8819423286249917,12.060963553285744,21.84062520390302,2.0,2,1.0
2016Q1,S&P SmallCap 600 Value TR,SLYV,409182482.7586207,35196.862068965514,0.15,0.0,0.15,0.0,0.15,0.2853275,0.0010163799999999999,0.16906738469290283,0.11805767137500832,10.468712211844442,19.829671782617666,1.0,2,0.0
2016Q2,DJ Industrial Average TR USD,DIA,12289538306.366667,3242065.2333333334,0.05999999999999999,0.11,0.17,0.0,0.17,0.000100790636,0.22,0.8193922512272179,0.9728956198903153,14.991721102399612,23.232014193209004,1.0,2,0.0
2016Q2,DJ Industrial Average TR USD,DOG,342380324.0740741,714605.3703703703,0.75,0.25,1.0,-0.05,0.95,0.000624677374,0.23,0.18060774877278202,0.027104380109684738,13.479485739755033,19.651432735843766,2.0,2,1.0
2016Q2,DJ US Basic Materials TR USD,IYM,467620633.3333333,182253.13333333333,0.43,0.0,0.43,0.0,0.43,0.001996253566,0.18,0.9782681018086559,0.9715828883911325,12.113151842224259,19.96316791262231,1.0,2,0.0
2016Q2,DJ US Basic Materials TR USD,SBM,13677091.153846154,4048.6923076923076,0.75,7.33,8.08,-7.13,0.95,0.008287567929,0.21,0.021731898191344093,0.02841711160886753,8.306149220971804,16.431232812595894,2.0,2,1.0
2016Q2,DJ US Oil&Gas TR USD,DDG,7380249.0,19087.53846153846,0.75,3.57,4.32,-3.37,0.95,0.006025681814,0.3,0.012177188069754683,0.00617955294327944,9.856790964536696,15.814317935844878,2.0,2,1.0
2016Q2,DJ US Oil&Gas TR USD,IYE,1186921194.4444444,1548395.7222222222,0.43,0.0,0.43,0.0,0.43,0.0004494186315,0.31,0.9878228119302453,0.9938204470567206,14.252729934973354,20.89462855984299,1.0,2,0.0
2016Q2,FTSE China 25 TR USD,FXI,4097751375.0,23539265.75,0.73,0.0,0.73,0.0,0.73,0.00036008957750000004,0.27,0.9995864793218694,0.9970028229318599,16.97418046772115,22.133704215083686,1.0,2,0.0
2016Q2,FTSE China 25 TR USD,YXI,12318607.5,9738.0,0.75,1.42,2.17,-1.22,0.95,0.001866800245,0.28,0.0004135206781305982,0.0029971770681401044,9.183791036742646,16.326621482084146,2.0,2,1.0
2016Q2,JPX-Nikkei 400 Total Return Index,JPN,18727057.0,13541.75,0.4000000000000001,0.0,0.4000000000000001,0.0,0.4000000000000001,0.001880977756,0.315,0.6163276666547048,0.11837093108140147,9.513532784791147,16.74547993447166,1.0,2,0.0
2016Q2,JPX-Nikkei 400 Total Return Index,JPXN,139479496.15384614,8429.923076923076,0.48000000000000004,0.0,0.48000000000000004,0.0,0.48000000000000004,0.020101448969,0.22,0.38367233334529505,0.8816290689185985,9.039542926034112,18.75342816744692,2.0,2,1.0
2016Q2,MSCI ACWI Ex USA NR USD,CWI,764714625.0,193635.6875,0.34,0.0,0.34,-0.04,0.3,0.0053512963985000005,0.25,1.0,1.0,12.173733773097103,20.455013282978687,,1,
2016Q2,MSCI ACWI Low Carbon Target Index,CRBN,226127027.5,8278.05,0.33,0.0,0.33,-0.13,0.2,0.004236448198,0.3,0.9123443478452543,0.7093220044772338,9.021362712396742,19.23660746791925,2.0,2,1.0
2016Q2,MSCI ACWI Low Carbon Target Index,LOWC,92666166.66666667,795.3333333333334,0.3,0.0,0.3,-0.10000000000000002,0.20000000000000004,0.0072879205875,0.16999999999999998,0.08765565215474566,0.2906779955227662,6.678761313989752,18.344513987288792,1.0,2,0.0
2016Q2,NASDAQ 100 Equal Weighted TR USD,QQQE,67370990.1,11778.7,0.3,0.22000000000000003,0.52,-0.17,0.35,0.001566638806,0.29,1.0,1.0,9.374048094579345,18.02572506928128,,1,
2016Q2,Russell 1000 Growth TR USD,IWF,29493559224.13793,1633249.6206896552,0.2,0.0,0.2,0.0,0.2,0.000208649476,0.22,1.0,1.0,14.306082220460297,24.107437745069262,,1,
2016Q2,Russell 1000 TR USD,IWB,15193607580.64516,1222596.5806451612,0.15,0.0,0.15,0.0,0.15,0.000198061376,0.25,1.0,1.0,14.016487499783354,23.444140622436123,,1,
2016Q2,Russell 1000 Value TR USD,IWD,26954813425.925926,1905219.0,0.2,0.0,0.2,0.0,0.2,0.000225360698,0.2,1.0,1.0,14.460107520565392,24.01742772413905,,1,
2016Q2,Russell 2000 Growth TR USD,IWO,5983730676.470589,690147.2352941176,0.25,0.0,0.25,0.0,0.25,0.000436283123,0.17,1.0,1.0,13.44466023829444,22.51231006933143,,1,
2016Q2,Russell 2000 TR USD,IWM,26065602065.789474,28502180.42105263,0.2,0.0,0.2,0.0,0.2,9.1202501e-05,0.24,0.9776072019317051,0.9785592158336546,17.165491148314292,23.983882353529655,1.0,2,0.0
2016Q2,Russell 2000 TR USD,RWM,571112038.0,652863.0,0.75,0.27,1.02,-0.07,0.95,0.000210841016,0.09,0.022392798068294854,0.021440784166345452,13.38912258532844,20.163095962033147,2.0,2,1.0
2016Q2,Russell 2000 Value TR USD,IWN,5851806366.666667,1541021.8,0.25,0.0,0.25,0.0,0.25,0.000234555041,0.33,1.0,1.0,14.247956260860205,22.49001623115403,,1,
2016Q2,S&P 500 TR USD,SPY,185517846577.53333,89631301.5,0.057,0.053,0.11,-0.016,0.094,5.11643395e-05,0.255,0.9791568414207021,0.8063414611086998,18.311215164035882,25.946416922331352,2.0,2,1.0
2016Q2,S&P 500 TR USD,VOO,44555708517.166664,1907967.5,0.037333333333333336,0.012666666666666666,0.05,0.0,0.05,0.000156703687,0.26,0.020843158579297808,0.19365853889130025,14.461549097302319,24.520006119964485,1.0,2,0.0
2016Q2,S&P Global Infrastructure TR USD,GII,63777393.75,7952.375,0.4,0.0,0.4,0.0,0.4,0.005269086241,0.185,1.0,1.0,8.981225905172195,17.97090935558803,,1,
2016Q2,S&P MidCap 400 Growth TR,IJK,5117457972.4,74691.2,0.25,0.0,0.25,0.0,0.25,0.002073493742,0.26,0.8235586246560384,0.9178474903500706,11.221117559629867,22.35592366294035,2.0,2,1.0
2016Q2,S&P MidCap 400 Growth TR,IVOG,458041254.0,16002.04,0.17,0.03,0.2,0.0,0.2,0.000880403834,0.3,0.1764413753439617,0.08215250964992943,9.680471493094483,19.942469812257826,1.0,2,0.0
2016Q2,S&P MidCap 400 TR,IVOO,404664413.8888889,17374.277777777777,0.12000000000000001,0.030000000000000002,0.15,0.0,0.15,0.0008266610905,0.195,0.010386490516340677,0.0248535650290651,9.762746102822469,19.818568673903957,2.0,2,1.0
2016Q2,S&P MidCap 400 TR,MDY,15877281995.636364,1655402.2727272727,0.1,0.15,0.25,0.0,0.25,0.0005717571400000001,0.275,0.9896135094836593,0.9751464349709349,14.319554602349774,23.48815511915107,1.0,2,0.0
2016Q2,S&P MidCap 400 Value TR USD,IJJ,4449607529.411765,224513.35294117648,0.25,0.0,0.25,0.0,0.25,0.000612021348,0.2,0.8013402454736832,0.8900638584311793,12.321690462975516,22.216081733597292,,3,
2016Q2,S&P MidCap 400 Value TR USD,IVOV,367356575.0,40652.6,0.16,0.04,0.2,0.0,0.2,0.001033339773,0.19,0.14509856111622305,0.0734830675297307,10.61281807357017,19.721843528332343,,3,
2016Q2,S&P MidCap 400 Value TR USD,MDYV,182236219.54545453,15006.363636363636,0.15,0.0,0.15,0.0,0.15,0.027509230169,0.18,0.05356119341009373,0.03645307403908986,9.616229632543217,19.020814313074926,,3,
2016Q2,S&P SmallCap 600 Growth TR,IJT,3146092272.1875,111833.9375,0.25,0.0,0.25,0.0,0.25,0.0009326972345000001,0.185,0.8287433120405502,0.8305899446774706,11.624770349095671,21.869426971154766,2.0,2,1.0
2016Q2,S&P SmallCap 600 Growth TR,SLYG,641688078.8125,23110.0625,0.15,0.0,0.15,0.0,0.15,0.0028201667725,0.20500000000000002,0.17125668795944984,0.16941005532252945,10.048023407721715,20.27961288503922,1.0,2,0.0
2016Q2,S&P SmallCap 600 TR USD,SLY,425297096.06666666,16083.4,0.15,0.0,0.15,0.0,0.15,0.002570015415,0.14,0.5187378011538423,0.6267106017439814,9.685542963168151,19.868298532235976,2.0,2,1.0
2016Q2,S&P SmallCap 600 TR USD,VIOO,253320905.42105263,14921.473684210527,0.1,0.05,0.15,0.0,0.15,0.001323538372,0.28,0.4812621988461576,0.37328939825601853,9.61055664128025,19.350167643824705,1.0,2,0.0
2016Q2,S&P SmallCap 600 Value TR,IJS,3558907258.8461537,266565.53846153844,0.25,0.0,0.25,0.0,0.25,0.003395200995,0.12,0.8778923805668303,0.8898178858951953,12.49337541528655,21.992719384929313,2.0,2,1.0
2016Q2,S&P SmallCap 600 Value TR,SLYV,440683348.6923077,37077.07692307692,0.15,0.0,0.15,0.0,0.15,0.002383357028,0.2,0.12210761943316967,0.11018211410480465,10.520754184940186,19.903837145327817,1.0,2,0.0
2016Q3,DJ Industrial Average TR USD,DIA,12253682847.74359,3196795.7435897435,0.06,0.11,0.17,0.0,0.17,0.000111459431,0.24,0.8330197061935266,0.9742225781488176,14.97765953597582,23.22909236938594,1.0,2,0.0
2016Q3,DJ Industrial Average TR USD,DOG,324226064.0243902,640803.4390243902,0.75,0.25,1.0,-0.05000000000000001,0.9499999999999998,0.000588795854,0.19,0.1669802938064734,0.02577742185118244,13.370478041489037,19.5969515589276,2.0,2,1.0
2016Q3,DJ US Basic Materials TR USD,IYM,582261760.0,127449.08,0.43320000000000003,0.0,0.43320000000000003,0.0,0.43320000000000003,0.005686599274,0.18,0.9491629718256537,0.9794509289645797,11.755472191261143,20.182430664034417,1.0,2,0.0
2016Q3,DJ US Basic Materials TR USD,SBM,12215965.0,6826.153846153846,0.75,7.33,8.08,-7.13,0.95,0.013493133856,0.23,0.05083702817434618,0.020549071035420207,8.828516667471364,16.318254260781544,2.0,2,1.0
2016Q3,DJ US Oil&Gas TR USD,DDG,6957004.7,6062.9,0.75,3.5699999999999994,4.32,-3.37,0.95,0.0160782592395,0.31,0.004080305249285212,0.005445540108183532,8.709943512450637,15.755259580484104,2.0,2,1.0
2016Q3,DJ US Oil&Gas TR USD,IYE,1270603083.3333333,1479830.8333333333,0.43249999999999994,0.0,0.43249999999999994,0.0,0.43249999999999994,0.00043471620599999997,0.25,0.9959196947507148,0.9945544598918165,14.207438337405547,20.962757493468825,1.0,2,0.0
2016Q3,FTSE China 25 TR USD,FXI,3758009458.3333335,18558125.416666668,0.73,0.0,0.73,0.0,0.73,0.0003059582635,0.25,0.9997485038827348,0.9968676074086609,16.736418278964173,22.047155254787455,1.0,2,0.0
2016Q3,FTSE China 25 TR USD,YXI,11808550.0,4668.470588235294,0.75,1.42,2.17,-1.22,0.95,0.00181787788,0.34,0.00025149611726501127,0.0031323925913390852,8.448586799858145,16.284334403328426,2.0,2,1.0
2016Q3,JPX-Nikkei 400 Total Return Index,JPN,21739342.0,6084.333333333333,0.4000000000000001,0.0,0.4000000000000001,0.0,0.4000000000000001,0.003527336861,0.18,0.16522335628304413,0.16837583935204145,8.713472440394675,16.894634172409962,1.0,2,0.0
2016Q3,JPX-Nikkei 400 Total Return Index,JPXN,107372661.73913044,30740.565217391304,0.48,0.0,0.48,0.0,0.48,0.002470321274,0.28,0.8347766437169558,0.8316241606479585,10.333338403956446,18.491816161446067,2.0,2,1.0
2016Q3,MSCI ACWI Ex USA NR USD,ACWX,1887990000.0,682309.0,0.33,0.0,0.33,0.0,0.33,0.0282882,0.00423201,0.7727746354767174,0.7040658513632586,13.433237913395105,21.358778608045522,1.0,2,0.0
2016Q3,MSCI ACWI Ex USA NR USD,CWI,793563147.826087,200625.0,0.34,0.0,0.34,-0.04,0.3,0.000531012897,0.2,0.2272253645232826,0.2959341486367414,12.209192772866418,20.49204367614564,2.0,2,1.0
2016Q3,MSCI ACWI Low Carbon Target Index,CRBN,238764022.03703704,16073.185185185184,0.33,0.0,0.33,-0.13,0.2,0.003292738523,0.21,0.9750016377054906,0.7142177797235211,9.684907646009966,19.290986266645696,2.0,2,1.0
2016Q3,MSCI ACWI Low Carbon Target Index,LOWC,95537403.68421052,412.10526315789474,0.3,0.0,0.3,-0.1,0.2,0.008115358041,0.24,0.024998362294509347,0.2857822202764789,6.0212788098184085,18.37502839038634,1.0,2,0.0
2016Q3,NASDAQ 100 Equal Weighted TR USD,QQEW,383541000.0,46775.0,0.4,0.2,0.6,0.0,0.6,0.0531338,0.0121786,0.8312678445182584,0.8576643553866531,10.75310415114229,19.764957083096228,2.0,2,1.0
2016Q3,NASDAQ 100 Equal Weighted TR USD,QQQE,63651421.59375,9494.46875,0.3,0.22,0.52,-0.17,0.35,0.001015950632,0.29000000000000004,0.16873215548174159,0.1423356446133469,9.158464671180836,17.96893221726266,1.0,2,0.0
2016Q3,Russell 1000 Growth TR USD,IWF,30290834534.090908,1848379.1590909092,0.2,0.0,0.2,0.0,0.2,0.0001902802335,0.29,0.9828311018911449,0.9778824830626722,14.429819682806974,24.134111013078154,2.0,2,1.0
2016Q3,Russell 1000 Growth TR USD,VONG,685111000.0,32289.0,0.1,0.02,0.12,0.0,0.12,0.0628705,0.00626051,0.017168898108855146,0.02211751693732783,10.382481893932408,20.34509142689444,1.0,2,0.0
2016Q3,Russell 1000 TR USD,IWB,16076264075.0,977766.925,0.15,0.0,0.15,0.0,0.15,0.0002135525295,0.21,0.9750018927572823,0.9604137527227885,13.793026602618799,23.50060974005931,2.0,2,1.0
2016Q3,Russell 1000 TR USD,VONE,662630000.0,25069.0,0.09,0.03,0.12,0.0,0.12,0.0356937,0.00552983,0.024998107242717695,0.039586247277211474,10.129387302044055,20.31172732298986,1.0,2,0.0
2016Q3,Russell 1000 Value TR USD,IWD,29453378750.0,2132915.4210526315,0.2,0.0,0.2,0.0,0.2,0.000198726118,0.2,0.9834703116428845,0.9790479518493304,14.573000344090008,24.106074468816352,2.0,2,1.0
2016Q3,Russell 1000 Value TR USD,VONV,630315000.0,35849.0,0.09,0.03,0.12,0.0,0.12,0.0535536,0.00519978,0.01652968835711549,0.02095204815066966,10.487070951635932,20.261730252391505,1.0,2,0.0
2016Q3,Russell 2000 Growth TR USD,IWO,6460338891.304348,828942.9130434783,0.25,0.0,0.25,0.0,0.25,0.000364903576,0.27,0.9945183746884712,0.9778535360632344,13.627906569313831,22.58894761331918,2.0,2,1.0
2016Q3,Russell 2000 Growth TR USD,VTWG,146314000.0,4569.0,0.15,0.05,0.2,0.0,0.2,0.0816782,0.0143527,0.0054816253115288925,0.02214646393676561,8.427049641563272,18.8012655551919,1.0,2,0.0
2016Q3,Russell 2000 TR USD,IWM,27387485865.384617,25792675.769230768,0.2,0.0,0.2,0.0,0.2,8.34275325e-05,0.295,0.9985354526025169,0.9775604824066434,17.06560112467536,24.03335202577054,2.0,2,1.0
2016Q3,Russell 2000 TR USD,VTWO,628669000.0,37830.0,0.09,0.06,0.15,0.0,0.15,0.0367471,0.0131277,0.001464547397483134,0.022439517593356557,10.540857717627075,20.259115444041534,1.0,2,0.0
2016Q3,Russell 2000 Value TR USD,IWN,6284388820.0,1709501.52,0.25,0.0,0.25,0.0,0.25,0.000225304509,0.2,0.9972832150902823,0.9836514841523218,14.35171237720997,22.561334430027795,2.0,2,1.0
2016Q3,Russell 2000 Value TR USD,VTWV,104448000.0,4657.0,0.12,0.08,0.2,0.0,0.2,0.0879304,0.0114775,0.0027167849097176847,0.0163485158476782,8.446126742982377,18.46419989786586,1.0,2,0.0
2016Q3,S&P 500 TR USD,SPY,194748301661.09525,85719532.90476191,0.057,0.053,0.11,-0.016,0.094,4.6218691e-05,0.21500000000000002,0.9748765333455892,0.7983497920234368,18.26659127947363,25.994973801048694,2.0,2,1.0
2016Q3,S&P 500 TR USD,VOO,49190262119.95238,2209071.3571428573,0.04,0.01,0.05,0.0,0.05,0.0001251224635,0.24,0.02512346665441091,0.2016502079765632,14.608082784797165,24.618961516463845,1.0,2,0.0
2016Q3,S&P Global Infrastructure TR USD,GII,78039801.05263157,9064.894736842105,0.4,0.0,0.4,0.0,0.4,0.005059437186,0.19,0.07281864950245895,0.07381941229885902,9.112164511079843,18.17272952441598,1.0,2,0.0
2016Q3,S&P Global Infrastructure TR USD,IGF,979132000.0,115421.0,0.47,0.0,0.47,0.0,0.47,0.140422,0.000607681,0.927181350497541,0.926180587701141,11.656341592237128,20.702177022866515,2.0,2,1.0
2016Q3,S&P MidCap 400 Growth TR,IJK,5530813294.6875,112800.25,0.25,0.0,0.25,0.0,0.25,0.0042543576145,0.11499999999999999,0.8844427415416529,0.9187509552828692,11.633373834355696,22.43360071123073,2.0,2,1.0
2016Q3,S&P MidCap 400 Growth TR,IVOG,489113283.76666665,14737.966666666667,0.17,0.029999999999999995,0.2,0.0,0.2,0.0007943509985,0.155,0.11555725845834705,0.08124904471713078,9.598182209597333,20.008104684753665,1.0,2,0.0
2016Q3,S&P MidCap 400 TR,IVOO,505950848.4848485,19491.272727272728,0.12,0.03,0.15,0.0,0.15,0.000684025504,0.18,0.013047650893853149,0.02875502236218107,9.877722091922797,20.041950085151875,2.0,2,1.0
