,index,yearqtr,diff_mkt_share,diff_tr_error_bps,diff_tr_difference_bps,diff_mer_bps,diff_turnover_frac,diff_logDvol,diff_tr_error_perc,diff_tr_difference_perc,diff_lend_byAUM_bps,diff_marketing_fee_bps,diff_vol_share,diff_urgency_mean,diff_spread_bps_etfg,diff_spread_bps_crsp,ix_urgency_mean,ix_urgency_median,ix_urgency_std,aum_index,VIX,vix_resid,vix_plus,vix_minus
10,All World,20172,-0.1032848159999999,9.48716627,-0.638967744,23.0,2.7598354410000003,0.5683672200000025,0.094871662,-0.006389677,-1.87642776,-0.5,0.2767726687759325,0.2035516418336694,,0.0412876669999999,1.0169554916381216,0.8838813707030626,1.3223478634472452,15285976940.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
11,All World,20172,-0.1032848159999999,9.48716627,-0.638967744,23.0,2.7598354410000003,0.5683672200000025,0.094871662,-0.006389677,-1.87642776,-0.5,0.2767726687759325,0.2035516418336694,,0.0412876669999999,1.0169554916381216,0.8838813707030626,1.3223478634472452,15285976940.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
12,All World,20173,-0.0821019439999999,-3.18844618,0.5366977880000001,23.0,2.274649527,0.7177480500000009,-0.031884462,0.005366978,-1.87642776,-0.5,0.3442218594080964,0.1476705104486076,,-0.1829407760000001,0.9907696456527852,0.8867093070586186,0.7935788791274047,16813290879.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
13,All World,20173,-0.0821019439999999,-3.18844618,0.5366977880000001,23.0,2.274649527,0.7177480500000009,-0.031884462,0.005366978,-1.87642776,-0.5,0.3442218594080964,0.1476705104486076,,-0.1829407760000001,0.9907696456527852,0.8867093070586186,0.7935788791274047,16813290879.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
14,All World,20174,-0.0832298099999999,1.3761518200000005,0.2059650770000001,23.0,3.736188682,1.019706150000001,0.013761518,0.002059651,-1.87642776,-0.5,0.4698307141934618,0.2513025955476329,,0.0372186409999999,1.1019640442562333,0.9607681153601788,1.320151681043346,18979798032.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
15,All World,20174,-0.0832298099999999,1.3761518200000005,0.2059650770000001,23.0,3.736188682,1.019706150000001,0.013761518,0.002059651,-1.87642776,-0.5,0.4698307141934618,0.2513025955476329,,0.0372186409999999,1.1019640442562333,0.9607681153601788,1.320151681043346,18979798032.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
16,All World,20181,-0.1647721259999999,10.03120474,3.699832199,23.0,3.151621626,0.645760199999998,0.100312047,0.036998322,-1.87642776,-0.5,0.3121087968400482,0.006378410732529,-0.3623809519999996,0.0422975779999998,1.052296187748204,0.9641268880752394,0.7817129690231532,20419405890.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
17,All World,20181,-0.1647721259999999,10.03120474,3.699832199,23.0,3.151621626,0.645760199999998,0.100312047,0.036998322,-1.87642776,-0.5,0.3121087968400482,0.006378410732529,-0.3623809519999996,0.0422975779999998,1.052296187748204,0.9641268880752394,0.7817129690231532,20419405890.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
18,All World,20182,-0.1685960259999999,4.42346745,-3.23114563,23.0,3.1438433209999994,0.6544322800000018,0.044234674,-0.032311457,-1.87642776,-0.5,0.3160171412208033,0.1076353564378731,-5.778571428999999,-0.984430391,1.0751065345165791,0.9713597122915024,1.169149098844541,20837770210.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
19,All World,20182,-0.1685960259999999,4.42346745,-3.23114563,23.0,3.1438433209999994,0.6544322800000018,0.044234674,-0.032311457,-1.87642776,-0.5,0.3160171412208033,0.1076353564378731,-5.778571428999999,-0.984430391,1.0751065345165791,0.9713597122915024,1.169149098844541,20837770210.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
20,All World,20183,-0.161505014,-6.362345340000001,3.215775257,23.0,1.6905673340000005,0.2203478600000004,-0.063623453,0.032157753,-1.87642776,-0.5,0.1097303092462707,0.034162642744747,0.005350878,-0.2416135269999999,1.113218995732544,0.969234996468524,1.4860256477217362,21128240313.0,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
21,All World,20183,-0.161505014,-6.362345340000001,3.215775257,23.0,1.6905673340000005,0.2203478600000004,-0.063623453,0.032157753,-1.87642776,-0.5,0.1097303092462707,0.034162642744747,0.005350878,-0.2416135269999999,1.113218995732544,0.969234996468524,1.4860256477217362,21128240313.0,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
22,All World,20184,-0.0939388619999999,5.75670873,-2.304337233,23.0,7.750869838999999,0.4972712999999977,0.0575670879999999,-0.023043372,-1.87642776,-0.5,0.2436357252411989,0.1288072236175859,0.0163157900000001,-0.7430570400000001,1.1052921643606162,0.9690587501709144,1.1322213255254068,21678529201.0,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
23,All World,20184,-0.0939388619999999,5.75670873,-2.304337233,23.0,7.750869838999999,0.4972712999999977,0.0575670879999999,-0.023043372,-1.87642776,-0.5,0.2436357252411989,0.1288072236175859,0.0163157900000001,-0.7430570400000001,1.1052921643606162,0.9690587501709144,1.1322213255254068,21678529201.0,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
24,All World,20191,-0.118275482,-2.197881770000002,1.882987175,23.0,1.1962251989999997,-0.0033200300000011,-0.0219788179999999,0.018829872,-1.87642776,-0.5,-0.0016600134751956,0.0336150096687661,,-0.4899364119999998,1.0741044305517262,0.9719989371317884,0.7297842900674604,22832960194.0,16.47,-3.4387384737072892,0.0,3.4387384737072892
25,All World,20191,-0.118275482,-2.197881770000002,1.882987175,23.0,1.1962251989999997,-0.0033200300000011,-0.0219788179999999,0.018829872,-1.87642776,-0.5,-0.0016600134751956,0.0336150096687661,,-0.4899364119999998,1.0741044305517262,0.9719989371317884,0.7297842900674604,22832960194.0,16.47,-3.4387384737072892,0.0,3.4387384737072892
26,All World,20192,-0.075422212,8.510151189999998,-0.852023104,23.0,2.156419886,0.3931229599999994,0.0851015119999999,-0.008520231,-1.87642776,-0.5,0.1940685234861957,0.103719248348886,0.2075,-0.305626422,1.1064023695530176,0.9843588535191024,1.1370862569634694,22842681016.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
27,All World,20192,-0.075422212,8.510151189999998,-0.852023104,23.0,2.156419886,0.3931229599999994,0.0851015119999999,-0.008520231,-1.87642776,-0.5,0.1940685234861957,0.103719248348886,0.2075,-0.305626422,1.1064023695530176,0.9843588535191024,1.1370862569634694,22842681016.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
28,All World,20193,-0.0548856159999999,-6.44224139,1.973980768,23.0,1.317304128,0.301227260000001,-0.064422413,0.019739808,-1.87642776,-0.5,0.1494850065495043,0.1495705619659788,0.0215,-0.5039366870000002,1.1640969228133795,0.9843588535191024,1.3846738392921358,22705457607.0,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
29,All World,20193,-0.0548856159999999,-6.44224139,1.973980768,23.0,1.317304128,0.301227260000001,-0.064422413,0.019739808,-1.87642776,-0.5,0.1494850065495043,0.1495705619659788,0.0215,-0.5039366870000002,1.1640969228133795,0.9843588535191024,1.3846738392921358,22705457607.0,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
30,All World,20194,-0.090830608,2.729331379999998,-0.3223204549999998,23.0,0.981417198,0.1226786699999991,0.027293314,-0.0032232039999999,-1.87642776,-0.5,0.0612625205681435,0.0410769678032394,-0.0125000000000001,-0.4964107020000001,1.131672347297055,0.9945739485167068,1.1490437736668226,24440076955.0,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
31,All World,20194,-0.090830608,2.729331379999998,-0.3223204549999998,23.0,0.981417198,0.1226786699999991,0.027293314,-0.0032232039999999,-1.87642776,-0.5,0.0612625205681435,0.0410769678032394,-0.0125000000000001,-0.4964107020000001,1.131672347297055,0.9945739485167068,1.1490437736668226,24440076955.0,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
32,All World,20201,-0.1106116919999999,0.347714879999998,1.0510145899999994,23.0,6.213156381999999,0.4005056400000022,0.0034771479999999,0.0105101459999999,-1.87642776,-0.5,0.197618278982936,0.15103196389766,0.3531818179999995,16.936838834,1.141987514081492,0.9837246253167018,1.1969587643622734,20357562026.0,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
33,All World,20201,-0.1106116919999999,0.347714879999998,1.0510145899999994,23.0,6.213156381999999,0.4005056400000022,0.0034771479999999,0.0105101459999999,-1.87642776,-0.5,0.197618278982936,0.15103196389766,0.3531818179999995,16.936838834,1.141987514081492,0.9837246253167018,1.1969587643622734,20357562026.0,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
34,All World Ex US,20161,0.399357162,41.2877728,14.543002632,0.0,-0.0979419210000001,0.7929372099999981,0.412877728,0.145430027,-46.301079583,0.0,0.3769233166420029,0.0802010715711976,59.404028100000005,-0.4099650189999999,0.96533495999832,0.8868372342936963,0.6661035448349639,17972415649.0,20.486229508196722,3.34511271181686,3.34511271181686,-0.0
35,All World Ex US,20161,0.399357162,41.2877728,14.543002632,0.0,-0.0979419210000001,0.7929372099999981,0.412877728,0.145430027,-46.301079583,0.0,0.3769233166420029,0.0802010715711976,59.404028100000005,-0.4099650189999999,0.96533495999832,0.8868372342936963,0.6661035448349639,17972415649.0,20.486229508196722,3.34511271181686,3.34511271181686,-0.0
36,All World Ex US,20162,0.38420005,58.97380645,0.248046382,0.0,0.5024739390000001,1.0539660399999988,0.5897380640000001,0.002480463,-46.301079583,0.0,0.4830715203216628,0.1325131188228432,0.3228623549999998,-0.7377907029999999,0.9340591948280904,0.885363657092527,0.6160799172943427,18578804156.0,15.675937500000002,-3.842188261928152,0.0,3.842188261928152
37,All World Ex US,20162,0.38420005,58.97380645,0.248046382,0.0,0.5024739390000001,1.0539660399999988,0.5897380640000001,0.002480463,-46.301079583,0.0,0.4830715203216628,0.1325131188228432,0.3228623549999998,-0.7377907029999999,0.9340591948280904,0.885363657092527,0.6160799172943427,18578804156.0,15.675937500000002,-3.842188261928152,0.0,3.842188261928152
38,All World Ex US,20163,0.368547978,70.7501875,4.997841129999999,0.0,0.473144314,0.795684559999998,0.7075018750000002,0.049978411,-46.301079583,0.0,0.3781012213799184,0.119203394441602,-0.0879835459999998,-0.8300684240000002,0.950895081941108,0.8950619479795798,0.640572450859038,20325632356.0,13.233906249999997,-2.9728153507895527,0.0,2.9728153507895527
39,All World Ex US,20163,0.368547978,70.7501875,4.997841129999999,0.0,0.473144314,0.795684559999998,0.7075018750000002,0.049978411,-46.301079583,0.0,0.3781012213799184,0.119203394441602,-0.0879835459999998,-0.8300684240000002,0.950895081941108,0.8950619479795798,0.640572450859038,20325632356.0,13.233906249999997,-2.9728153507895527,0.0,2.9728153507895527
40,All World Ex US,20164,0.38018777,22.46797217,-6.724389538,0.0,0.383417259,1.0153613500000027,0.224679722,-0.067243896,-46.301079583,0.0,0.4681361247903587,0.1404475977427985,2.249237541,-0.8459552449999999,0.9540835874098956,0.900932579971522,0.6082107366946655,20504759553.0,14.097936507936511,-0.42769121557883594,0.0,0.42769121557883594
41,All World Ex US,20164,0.38018777,22.46797217,-6.724389538,0.0,0.383417259,1.0153613500000027,0.224679722,-0.067243896,-46.301079583,0.0,0.4681361247903587,0.1404475977427985,2.249237541,-0.8459552449999999,0.9540835874098956,0.900932579971522,0.6082107366946655,20504759553.0,14.097936507936511,-0.42769121557883594,0.0,0.42769121557883594
42,All World Ex US,20171,0.3855355519999999,28.44831428,3.051069533,1.0999999999999996,0.0802942530000001,0.8776003900000013,0.284483143,0.0305106949999999,-46.301079583,0.0,0.4126494325532238,0.1184983249376697,-6.922594135,-0.358431463,0.9804743568929986,0.9209744091315928,0.6265759940962076,23398856467.0,11.691935483870967,-3.428490515217929,0.0,3.428490515217929
43,All World Ex US,20171,0.3855355519999999,28.44831428,3.051069533,1.0999999999999996,0.0802942530000001,0.8776003900000013,0.284483143,0.0305106949999999,-46.301079583,0.0,0.4126494325532238,0.1184983249376697,-6.922594135,-0.358431463,0.9804743568929986,0.9209744091315928,0.6265759940962076,23398856467.0,11.691935483870967,-3.428490515217929,0.0,3.428490515217929
44,All World Ex US,20172,0.375799658,20.13285017,0.907149136,0.0,0.213157674,0.948266799999999,0.201328501,0.009071492,-46.301079583,0.0,0.4415329679137443,0.1249231907367451,,-0.619758907,0.971599576767302,0.9126532540099604,0.61989668099446,27506717622.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
45,All World Ex US,20172,0.375799658,20.13285017,0.907149136,0.0,0.213157674,0.948266799999999,0.201328501,0.009071492,-46.301079583,0.0,0.4415329679137443,0.1249231907367451,,-0.619758907,0.971599576767302,0.9126532540099604,0.61989668099446,27506717622.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
46,All World Ex US,20173,0.377466722,18.27418428,-4.158014914,0.0,0.123795625,0.9255898699999996,0.182741843,-0.041580149,-46.301079583,0.0,0.4323594196311134,0.1438666134790899,,-0.474388689,0.9798304150736,0.921080888307418,0.6263996018967535,29717709067.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
47,All World Ex US,20173,0.377466722,18.27418428,-4.158014914,0.0,0.123795625,0.9255898699999996,0.182741843,-0.041580149,-46.301079583,0.0,0.4323594196311134,0.1438666134790899,,-0.474388689,0.9798304150736,0.921080888307418,0.6263996018967535,29717709067.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
48,All World Ex US,20174,0.380542132,4.923014890000001,1.350074417,0.0,0.1976646960000001,0.9786898400000013,0.049230148,0.013500744,-46.301079583,0.0,0.4536963492436757,0.1038487718448358,,-0.9137355480000002,1.0159530282720552,0.9540288924749012,0.706118345748693,32672552732.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
49,All World Ex US,20174,0.380542132,4.923014890000001,1.350074417,0.0,0.1976646960000001,0.9786898400000013,0.049230148,0.013500744,-46.301079583,0.0,0.4536963492436757,0.1038487718448358,,-0.9137355480000002,1.0159530282720552,0.9540288924749012,0.706118345748693,32672552732.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
50,All World Ex US,20181,0.35817691,56.60818844,7.358970284000001,0.0,0.586789743,1.2572512099999995,0.566081884,0.073589703,-46.301079583,0.0,0.5571051119605479,0.0659611950734372,-31.588095234,-0.6801669590000001,1.0382302639315482,0.9643503867454198,0.7470745221466064,34692296516.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
51,All World Ex US,20181,0.35817691,56.60818844,7.358970284000001,0.0,0.586789743,1.2572512099999995,0.566081884,0.073589703,-46.301079583,0.0,0.5571051119605479,0.0659611950734372,-31.588095234,-0.6801669590000001,1.0382302639315482,0.9643503867454198,0.7470745221466064,34692296516.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
52,All World Ex US,20182,0.344414768,20.92497564,-7.019264269999999,0.0,0.548458038,1.193161889999999,0.209249756,-0.070192643,-46.301079583,0.0,0.534612177449026,0.0601099915090355,-7.677142857,-0.8687086009999998,1.045574605180015,0.9685569646754212,0.7311212096461293,34691580940.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
53,All World Ex US,20182,0.344414768,20.92497564,-7.019264269999999,0.0,0.548458038,1.193161889999999,0.209249756,-0.070192643,-46.301079583,0.0,0.534612177449026,0.0601099915090355,-7.677142857,-0.8687086009999998,1.045574605180015,0.9685569646754212,0.7311212096461293,34691580940.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
54,All World Ex US,20183,0.33739922,19.32102845,-2.465633175,0.0,0.571941798,1.1678134900000003,0.193210285,-0.024656332,-46.301079583,0.0,0.5254991327888212,0.060424987392581,-0.7642105270000004,-0.6111127220000001,1.061738475204576,0.968606531102089,0.8220887138466363,33927060899.0,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
55,All World Ex US,20183,0.33739922,19.32102845,-2.465633175,0.0,0.571941798,1.1678134900000003,0.193210285,-0.024656332,-46.301079583,0.0,0.5254991327888212,0.060424987392581,-0.7642105270000004,-0.6111127220000001,1.061738475204576,0.968606531102089,0.8220887138466363,33927060899.0,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
56,All World Ex US,20184,0.3453374119999999,65.63787746,-7.706815228000001,0.0,1.0977367209999995,0.9979362199999996,0.656378775,-0.077068152,-46.301079583,0.0,0.4613052428323119,0.0139046078311506,-2.47,-1.459396622,1.0655456444791274,0.9708077183756608,0.720444114587049,31368497200.0,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
57,All World Ex US,20184,0.3453374119999999,65.63787746,-7.706815228000001,0.0,1.0977367209999995,0.9979362199999996,0.656378775,-0.077068152,-46.301079583,0.0,0.4613052428323119,0.0139046078311506,-2.47,-1.459396622,1.0655456444791274,0.9708077183756608,0.720444114587049,31368497200.0,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
58,All World Ex US,20191,0.319263982,26.41932967,-0.3986179310000001,0.0,0.118435013,0.6614070599999984,0.264193297,-0.003986179,-46.301079583,0.0,0.3191527881941824,0.031154604667394,,-1.59051018,1.070707571789562,0.978257756157621,0.7236302876568769,34656438168.0,16.47,-3.4387384737072892,0.0,3.4387384737072892
59,All World Ex US,20191,0.319263982,26.41932967,-0.3986179310000001,0.0,0.118435013,0.6614070599999984,0.264193297,-0.003986179,-46.301079583,0.0,0.3191527881941824,0.031154604667394,,-1.59051018,1.070707571789562,0.978257756157621,0.7236302876568769,34656438168.0,16.47,-3.4387384737072892,0.0,3.4387384737072892
60,All World Ex US,20192,0.296243268,20.99751107,4.417560989,0.0,-0.2652924910000001,0.3967777599999991,0.209975111,0.04417561,-46.301079583,0.0,0.1958264734682755,0.0211012092897922,-0.3214999999999999,-0.28015415,1.068270705553945,0.9757970477051476,0.7279200104878886,36011113335.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
61,All World Ex US,20192,0.296243268,20.99751107,4.417560989,0.0,-0.2652924910000001,0.3967777599999991,0.209975111,0.04417561,-46.301079583,0.0,0.1958264734682755,0.0211012092897922,-0.3214999999999999,-0.28015415,1.068270705553945,0.9757970477051476,0.7279200104878886,36011113335.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
62,All World Ex US,20193,0.234910994,18.99696829,-1.339601308,0.0,-0.1465667809999999,0.3542761500000004,0.189969683,-0.0133960129999999,-46.301079583,0.0,0.175308297277466,0.0204265350200509,-0.0069999999999996,-0.7692769609999996,1.0576218258992516,0.9717172764506796,0.7155086103723041,38734870726.0,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
63,All World Ex US,20193,0.234910994,18.99696829,-1.339601308,0.0,-0.1465667809999999,0.3542761500000004,0.189969683,-0.0133960129999999,-46.301079583,0.0,0.175308297277466,0.0204265350200509,-0.0069999999999996,-0.7692769609999996,1.0576218258992516,0.9717172764506796,0.7155086103723041,38734870726.0,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
64,All World Ex US,20194,0.170577054,15.29413826,4.667949363,0.0,0.146296575,0.4534308399999993,0.152941383,0.046679494,-46.301079583,0.0,0.2229092731687993,-0.0021943403941206,-0.145,-1.020512224,1.0974111381500564,0.9859114980787248,0.9199856144314238,43664186994.0,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
65,All World Ex US,20194,0.170577054,15.29413826,4.667949363,0.0,0.146296575,0.4534308399999993,0.152941383,0.046679494,-46.301079583,0.0,0.2229092731687993,-0.0021943403941206,-0.145,-1.020512224,1.0974111381500564,0.9859114980787248,0.9199856144314238,43664186994.0,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
66,All World Ex US,20201,0.124119456,138.51662404,-22.84093637,0.0,1.091807887,0.4731750999999988,1.38516624,-0.228409364,-46.301079583,0.0,0.2322699682640688,0.0192384650890138,-2.4386363640000006,-8.045507333,1.0646507034425772,0.9679195126762692,0.8829627560713185,37055737670.0,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
67,All World Ex US,20201,0.124119456,138.51662404,-22.84093637,0.0,1.091807887,0.4731750999999988,1.38516624,-0.228409364,-46.301079583,0.0,0.2322699682640688,0.0192384650890138,-2.4386363640000006,-8.045507333,1.0646507034425772,0.9679195126762692,0.8829627560713185,37055737670.0,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
68,Asia ex Japan,20161,1.0,31.96830201,3.782173138,69.0,4.196199164,17.46848401,0.31968302,0.037821731,2.367708451,0.0,1.0,0.9112579121248277,212.1637273,2.822117912,0.9112579121248277,0.7826218823736915,0.6257521250116673,2315642727.0,20.486229508196722,3.34511271181686,3.34511271181686,-0.0
69,Asia ex Japan,20162,1.0,38.95584997,0.093222354,69.0,5.178787024,17.6055592,0.3895585,0.000932224,2.367708451,0.0,1.0,0.8517462069043354,1.934894152,2.372333053,0.8517462069043354,0.7570373560049424,0.6049713895984485,2171242636.0,15.675937500000002,-3.842188261928152,0.0,3.842188261928152
70,Asia ex Japan,20163,1.0,33.5341344,0.528555059,69.0,6.948153074,18.14857683,0.335341344,0.005285551,2.367708451,0.0,1.0,0.9679855261426886,1.739019536,2.378538603,0.9679855261426886,0.8182196293125239,0.6931468059854637,2771710571.0,13.233906249999997,-2.9728153507895527,0.0,2.9728153507895527
71,Asia ex Japan,20164,1.0,30.18298425,-4.167746532,72.0,8.328403799,18.32649889,0.301829842,-0.041677465,2.367708451,0.0,1.0,0.9089168061653388,1.959122877,2.12690354,0.9089168061653388,0.7940945747607989,0.6707450653929588,2752234095.0,14.097936507936511,-0.42769121557883594,0.0,0.42769121557883594
72,Asia ex Japan,20171,1.0,24.4199177,0.882970666,72.0,6.178249748,18.01215508,0.244199177,0.008829707,2.367708451,0.0,1.0,0.9590555271760676,72.9689609,2.549746789,0.9590555271760676,0.8988106593660173,0.6340107811506909,2698217455.0,11.691935483870967,-3.428490515217929,0.0,3.428490515217929
73,Asia ex Japan,20172,1.0,26.83950037,-0.842907562,69.0,5.444708341,18.17098364,0.268395004,-0.008429076,2.367708451,0.0,1.0,0.9801167290424324,,2.285498966,0.9801167290424324,0.8988106593660173,0.7000665199161028,3596950000.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
74,Asia ex Japan,20173,1.0,20.3351701,-2.045737667,69.0,3.906124859,17.99918065,0.203351701,-0.020457377,2.367708451,0.0,1.0,1.0494067212453213,,1.864269291,1.0494067212453213,0.9107312995037044,0.8253569009301154,4241145700.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
75,Asia ex Japan,20174,1.0,26.70534726,-2.691988481,69.0,5.684104676,18.47444988,0.267053473,-0.026919885,2.367708451,0.0,1.0,1.049694255619927,,1.594397378,1.049694255619927,0.9647044905528008,0.7925026185563124,4710024000.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
76,Asia ex Japan,20181,0.996139988,0.0,0.0,50.0,3.471961527,9.152369355,0.0,0.0,2.338904691,-25.0,0.999788085599754,0.4642229508922443,-163.5444444,-12.231888374,1.0355448338928528,0.9498323476919376,0.6789160303930897,4994393973.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
77,Asia ex Japan,20181,0.996139988,0.0,0.0,50.0,3.471961527,9.152369355,0.0,0.0,2.338904691,-25.0,0.999788085599754,0.4642229508922443,-163.5444444,-12.231888374,1.0355448338928528,0.9498323476919376,0.6789160303930897,4994393973.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
78,Asia ex Japan,20182,0.992019784,0.0,0.0,50.0,4.237689266,8.820445206999999,0.0,0.0,2.338904691,-25.0,0.9997046784213212,0.5091730473459707,-283.25838095,-7.379116590000001,1.0104300335440468,0.9114191667969754,0.7052322227488047,4649578991.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
