,index_name,index_id,competition,top3_issuer,d_OwnIndex,ratio_tii,ratio_tra,aum_index,num_hold_index,volume_index,spread_index
39,CEMP U.S. Large Cap 500 Volatility Weighted Index,CEMP U.S. Large Cap 500 Volatility Weighted Index,0,0.0,1,0.9027676180821194,0.3662440103337679,464820429.3602534,499.0706349206349,2474029.242365187,10.25641160229345
40,CEMP U.S. Large Cap High Dividend 100 Long/Cash Volatility Weigh,CEMP U.S. Large Cap High Dividend 100 Long/Cash Volatility Weigh,0,0.0,1,0.8984668860956129,0.3250151670098312,505221710.7792162,100.82142857142857,2339285.1843363023,9.242266904009275
41,CEMP U.S. Small Cap 500 Long/Cash Volatility Weighted Index,CEMP U.S. Small Cap 500 Long/Cash Volatility Weighted Index,0,0.0,1,0.9107155196440923,0.42277567705119257,64998966.19002375,469.91190476190474,464199.4481056452,23.144388225608797
42,CEMP US Large Cap High Dividend 100 Volatility Weighted Index,CEMP US Large Cap High Dividend 100 Volatility Weighted Index,0,0.0,1,0.8751648307242372,0.5332119454488512,168892963.50435472,100.75238095238095,1031489.6801405369,13.734492725988389
43,CEMP US Small Cap 500 Volatility Weighted Index,CEMP US Small Cap 500 Volatility Weighted Index,0,0.0,1,0.8782599656269591,0.18432526713537328,24937285.65162312,469.8015873015873,181510.71393229257,22.20600810119425
44,CEMP US Small Cap High Dividend 100 Volatility Weighted Index,CEMP US Small Cap High Dividend 100 Volatility Weighted Index,0,0.0,1,0.8628815145044653,0.0889204849053939,50043949.072050676,100.23650793650793,349478.9178189831,24.690513333015954
45,CIBC Atlas Clean Energy Index,CIBC Atlas Clean Energy Index,0,0.0,1,0.9917791279155229,0.046445962019679085,147027811.26107755,32.608626198083066,1585893.4596470369,30.301630880349233
46,CRSP US Mega Cap Growth TR USD,CRSP US Mega Cap Growth TR USD,0,1.0,1,0.8692468979812773,0.26309951939632975,4176273312.008575,131.1904761904762,26576589.148533184,2.9897885507832243
47,CRSP US Mega Cap TR USD,CRSP US Mega Cap TR USD,0,1.0,1,0.8271770759223418,0.17244855146950813,1638775482.4267616,270.96507936507936,7147685.528676771,2.9782279989198828
48,CRSP US Mega Cap Value TR USD,CRSP US Mega Cap Value TR USD,0,1.0,1,0.8781177065151858,0.27689718798112506,2031095405.1960413,155.32460317460317,7591745.624087321,4.853354148970704
49,CRSP US Mid Cap Growth TR USD,CRSP US Mid Cap Growth TR USD,0,1.0,1,0.76431486683864,0.20462332404501132,5439476337.565795,165.5015873015873,19560600.854455974,2.8382571899800837
50,CRSP US Mid Cap TR USD,CRSP US Mid Cap TR USD,0,1.0,1,0.7907760425464785,0.08324191461084754,22970480745.69426,356.25555555555553,82571125.52892615,2.2619458769716196
51,CRSP US Mid Cap Value TR USD,CRSP US Mid Cap Value TR USD,0,1.0,1,0.7259670594346896,0.1881260397247705,7895927403.260499,207.50555555555556,34573614.097049445,2.632546079487375
52,CSI 300 TR CNY,CSI 300 TR CNY,0,0.0,1,,,74367165.1496618,312.57458563535914,785499.035160443,17.987042167921466
53,CSI 300 USD,CSI 300 USD,0,0.0,1,0.889220224351552,0.37323779943185886,1028618191.5711006,529.0493630573249,78792447.20193274,4.583925923748505
54,CSI 300 USD Hedged Index,CSI 300 USD Hedged Index,0,0.0,1,0.827397892362977,0.38509185751931313,12856374.22931908,190.37678855325913,81680.07901556343,52.823499903534284
55,CSI Overseas China Five-Year Plan GR USD,CSI Overseas China Five-Year Plan GR USD,0,0.0,1,0.9956958343765253,0.9174347884024667,6401147.003452098,74.90582601755786,119723.86715020477,296.919833090935
56,Cambria Emerging Shareholder Yield Index,Cambria Emerging Shareholder Yield Index,0,0.0,1,0.7840586493018631,0.15588526771122765,20808929.81720354,100.9187725631769,130782.37259992077,91.51591940806911
57,Cambria Foreign Shareholder Yield USD,Cambria Foreign Shareholder Yield USD,0,0.0,1,0.8731087244632564,0.5049499099095215,30586652.506706256,107.6128514056225,159108.40348762684,56.705714558288044
58,Cambria Global Value USD,Cambria Global Value USD,0,0.0,1,0.3894013897292051,0.21399525005260522,127350440.96922408,134.93028846153845,603098.5344047161,26.833774283824294
59,Cannabis Index,Cannabis Index,0,0.0,1,0.9881749444588183,0.7642393727159147,11486350.367125383,26.344827586206897,478171.9592220397,99.53905887543745
60,Cboe Russell 2000 BuyWrite Index,Cboe Russell 2000 BuyWrite Index,0,0.0,0,0.621895391141319,0.059176516093871756,12304656.854675926,3.9952830188679247,198025.26579742078,71.51521804977448
61,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index,0,0.0,1,0.7119205627176854,0.0287861351189514,19833588.5012285,99.68880688806888,157131.67713132946,41.34304223213207
62,China Securities 500 Index,China Securities 500 Index,0,0.0,1,0.9725643295629515,0.9009676957792319,31333433.67907363,811.046178343949,676719.1101179539,21.003053996948438
63,Communication Services Select Sector SPDR,US Communications Sector,1,1.0,1,0.8991034804283485,0.14420568104946954,5872480623.204245,58.17464492372436,134092299.49325928,4.394265475261949
64,Concinnity Conscious Companies Index,Concinnity Conscious Companies Index,0,0.0,1,0.9097927628679983,0.5319144490308139,95440854.1758834,147.34977578475338,778103.4796046334,35.80078183030583
65,Consumer Discretionary Select Sector SPDR,Consumer Discretionary Sector,1,1.0,1,0.8644382633958616,0.19573984132845795,15405912095.100496,214.8563492063492,537248180.7674241,2.8330874966321473
66,Consumer Staples Select Sector SPDR,Consumer Staples Sector,1,1.0,1,0.885177459532872,0.22047181829361773,14657476483.23524,69.70912698412698,735881720.6658493,2.6862895103471054
67,Credit Suisse 130/30 Large Cap USD,Credit Suisse 130/30 Large Cap USD,0,0.0,1,0.6376162341771224,0.4311781036519956,618059604.0443388,292.0491283676704,2210180.0701075573,17.573762711843955
68,DAX Index,DAX Index,0,0.0,1,0.832005998370188,0.7756187231767134,33526965.411844816,23.375,368890.7531521058,47.552717184678954
69,DJ Asia Pac Select Dividend 30 TR USD,DJ Asia Pac Select Dividend 30 TR USD,0,0.0,0,0.8966815891791097,0.5629030741016842,39342574.53634205,40.775930324623914,438162.34271287505,30.88211736645795
70,DJ EM Consumer Titans 30 TR USD,DJ EM Consumer Titans 30 TR USD,0,0.0,0,0.8923523940696124,0.35548043672477986,505043392.0675534,42.20190779014308,3265138.4895177255,14.592120471026135
71,DJ EPAC Select Dividend TR USD,DJ EPAC Select Dividend TR USD,0,0.0,0,0.8402583211881733,0.20449613427034555,3918966837.1896276,117.51464766429137,23614671.034247786,5.122406659682289
72,DJ Emerging Markets Sel Dividend TR USD,DJ Emerging Markets Sel Dividend TR USD,0,0.0,0,0.8977696784249356,0.2656594458923997,433913320.68388754,115.41726049089469,4231153.825220158,17.956383296205864
73,DJ Global Select Dividend TR USD,DJ Global Select Dividend TR USD,0,0.0,0,0.8208764859760599,0.31881249923867583,437633958.65205073,98.6,1994397.603717301,13.606951552142782
74,DJ Global TR USD,DJ Global TR USD,0,1.0,0,0.7453108989624889,0.7019490616416246,87861940.31753018,180.98887122416534,226527.7760211253,29.61237145923371
75,DJ Industrial Average TR USD,DJ Industrial Average TR USD,0,1.0,0,0.8446647503726973,0.318026239782252,18941739204.064682,30.899841017488075,941621759.5623149,0.7118941718188702
76,DJ Select Micro Cap TR USD,DJ Select Micro Cap TR USD,0,0.0,0,0.7841304585310935,0.33453942329880426,104310795.82690421,239.71587301587303,741575.3886835773,22.24943485173958
77,DJ Transportation Average TR USD,DJ Transportation Average TR USD,0,0.0,0,0.8896493666504116,0.31687080134302814,742637718.0152018,22.65083135391924,45245608.67978442,3.388368192785599
78,DJ US Basic Materials TR USD,DJ US Basic Materials TR USD,0,0.0,0,0.7694092322938656,0.2634118855948479,553285332.2473476,51.23911322248615,10535788.072619263,4.214446434416477
79,DJ US Broad Stock Market TR USD,DJ US Broad Stock Market TR USD,0,0.0,0,0.44844923666297787,0.054911019407318226,11645284573.428234,2237.785884218874,58223690.27153826,2.407682476425079
80,DJ US Consumer Goods TR USD,DJ US Consumer Goods TR USD,0,0.0,0,0.834938522535461,0.33552264662052395,576554222.8535234,111.9865399841647,5078089.277491807,3.592767349461104
81,DJ US Consumer Svcs TR USD,DJ US Consumer Svcs TR USD,0,0.0,0,0.8656155021718401,0.3222248833120099,877632243.8304038,170.90657165479018,7863165.901639749,4.00373952794263
82,DJ US Dividend 100 TR USD,DJ US Dividend 100 TR USD,0,0.0,0,0.6882609017720625,0.11646025939255292,7796892803.647949,111.19429024583664,50317704.602049716,2.999946319793392
83,DJ US Financial Services TR USD,DJ US Financial Services TR USD,0,0.0,0,0.8679053181731735,0.2454870186664457,1271190816.1147664,117.00158353127475,15659350.707808428,3.515071075396721
84,DJ US Financial TR USD,DJ US Financial TR USD,0,0.0,0,0.8377696783408279,0.21901796149439365,1659132935.6990104,283.8202692003167,35348226.175376266,2.559056436433918
85,DJ US Health Care TR USD,DJ US Health Care TR USD,0,0.0,0,0.864822090498914,0.2988644678249771,2060809927.1046715,123.86381631037213,17094825.710323874,3.458573362546835
86,DJ US Industrials TR USD,DJ US Industrials TR USD,0,0.0,0,0.8691023239242149,0.2805954451241892,932050357.6831354,209.69675376088676,9699882.06095075,3.899236263767035
87,DJ US Oil&Gas TR USD,DJ US Oil&Gas TR USD,0,0.0,0,0.8355508010208441,0.3450842262393885,899402658.4901822,66.23594615993666,30638047.361933637,3.8991801425808013
88,DJ US Select Dividend TR USD,DJ US Select Dividend TR USD,0,0.0,0,0.8084509599654487,0.15894140331728893,16103914845.687649,101.34837688044338,70236952.17237468,2.7425489551312787
89,DJ US Select HC Providers TR USD,DJ US Select HC Providers TR USD,0,0.0,0,0.4955429294575802,0.5830642347442709,735735540.1879256,49.572446555819475,10838263.855653027,5.162831628418292
90,DJ US Select Home Builders TR USD,DJ US Select Home Builders TR USD,0,0.0,0,0.8529870911206908,0.40718704412232,1437020061.8617578,46.98020585906572,106349431.30375591,3.979656704499521
91,DJ US Select Insurc TR USD,DJ US Select Insurc TR USD,0,0.0,0,0.5190066051477369,0.4280351890525641,113438108.90324622,63.96437054631829,791887.0254632342,7.821995159951115
92,DJ US Select Investment Svcs TR USD,DJ US Select Investment Svcs TR USD,0,0.0,0,0.8149320416612497,0.696219992288171,200969821.76369753,28.292161520190025,2717313.777463217,5.934191481854928
93,DJ US Select Medical Equip TR USD,DJ US Select Medical Equip TR USD,0,0.0,0,0.8619707099831747,0.31463375316434905,3051815890.5634203,56.27949326999208,37837358.58947694,4.578482569912598
94,DJ US Select Oil Equip&Svcs TR USD,DJ US Select Oil Equip&Svcs TR USD,0,0.0,0,0.810933405980379,0.4436634169859611,182751605.3178939,37.29374505146477,2711496.6574569303,8.408804403312551
95,DJ US Select Oil Explor&Prodtn TR USD,DJ US Select Oil Explor&Prodtn TR USD,0,0.0,0,0.7800249088800008,0.37402754513840886,322326490.8706651,57.756927949327,6636391.12722688,6.870869880414808
96,DJ US Select Pharms TR USD,DJ US Select Pharms TR USD,0,0.0,0,0.6736448170414696,0.333713619999688,485039601.5437054,44.92953285827395,3334436.8336682534,7.529282589284522
97,DJ US Select Regional Banks TR USD,DJ US Select Regional Banks TR USD,0,0.0,0,0.7309110578248915,0.2626213557387148,532209184.96896285,58.060965954077595,9566014.909332352,4.640816702928655
98,DJ US Select Telecom TR USD,DJ US Select Telecom TR USD,0,0.0,0,0.8737465549416241,0.33376204187958536,456083816.0732383,36.027711797307994,13972113.967964951,4.814559119779907
99,DJ US TR USD,DJ US TR USD,0,0.0,0,0.7594535370625323,0.3058678405488917,1126397761.684323,1203.2779097387174,4153449.452678587,4.336610098635131
100,DJ US TSM Large Cap Growth TR USD,DJ US TSM Large Cap Growth TR USD,0,0.0,0,0.4395639398348369,0.05542816697354632,6312530801.011901,397.15067406819986,33269892.83773631,3.017975992516901
101,DJ US TSM Large Cap TR USD,DJ US TSM Large Cap TR USD,0,0.0,0,0.6945021848955986,0.03512588657304437,13164961740.255384,768.9619349722442,71023305.72436398,2.2563854906128227
102,DJ US TSM Large Cap Value TR USD,DJ US TSM Large Cap Value TR USD,0,0.0,0,0.39162790027025773,0.06490686116908886,4547576185.306231,385.3877874702617,25208660.08447909,3.7018391866847655
103,DJ US TSM Mid Cap TR USD,DJ US TSM Mid Cap TR USD,0,0.0,0,0.5266938025048418,0.04906395436405464,4591868563.999224,531.6796193497224,19358915.81265446,3.9909851408826813
104,DJ US TSM Small Cap TR USD,DJ US TSM Small Cap TR USD,0,0.0,0,0.6778072665264873,0.03411878538490411,6781668733.998053,1745.96986518636,31286857.218464397,3.646819514795524
105,DJ US Technology TR USD,DJ US Technology TR USD,0,0.0,0,0.8187736478291195,0.2993341736046413,3977660525.3688436,147.43230403800476,33355959.548809346,2.3069902500391235
106,DJ US Thematic Market Neut Momen TR USD,DJ US Thematic Market Neut Momen TR USD,0,0.0,0,0.7731004154033221,0.7563097973298104,4626146.995249406,510.0665024630542,109704.2573809197,72.55263364768751
107,DJ US Thematic Mkt Neut Anti-Beta TR USD,DJ US Thematic Mkt Neut Anti-Beta TR USD,0,0.0,0,0.9179423590856455,0.19053532361739983,3197524664.7323833,429.58292282430216,1403652.9830116867,30.880318713175967
108,DJ US Thematic Mkt Neut Value TR USD,DJ US Thematic Mkt Neut Value TR USD,0,0.0,0,0.7101449449871288,0.9999412872586882,1393371.733966746,370.20032840722496,28975.506949908755,202.20262944619472
109,DJ US Utilities TR USD,DJ US Utilities TR USD,0,0.0,0,0.6952348385732254,0.21161849781208117,807084252.3767617,53.055423594615995,13460975.741603209,3.9526169566427165
110,DWA Basic Materials Technical Leaders USD,DWA Basic Materials Technical Leaders USD,0,0.0,1,0.8679354660727118,0.5332541259989956,88452003.75840063,43.74126984126984,540315.0795335777,23.386591290335407
111,DWA Consumer Cyclicals Technical Leaders USD,DWA Consumer Cyclicals Technical Leaders USD,0,0.0,1,0.8911281446566323,0.38560654710419023,54900661.17519399,41.38333333333333,779188.3029797283,23.39241685244972
112,DWA Consumer Staples Technical Leaders USD,DWA Consumer Staples Technical Leaders USD,0,0.0,1,0.9124263558137327,0.3136258765450942,154004379.4267696,37.12698412698413,1128643.0005261535,20.927409155182115
113,DWA Energy Technical Leaders USD,DWA Energy Technical Leaders USD,0,0.0,1,0.8959911949904358,0.2412586058954959,84015034.09996833,40.38242280285036,860466.2743948599,16.948619103136632
114,DWA Financials Technical Leaders USD,DWA Financials Technical Leaders USD,0,0.0,1,0.9384046873004526,0.2573595771106972,49495004.96115598,47.3531746031746,503806.16198053607,28.389587096002032
115,DWA Healthcare Technical Leaders USD,DWA Healthcare Technical Leaders USD,0,0.0,1,0.8939539640767202,0.10730871167967485,193128037.0664529,49.79047619047619,2416905.4091866435,17.116069940093684
116,DWA Industrials Technical Leaders USD,DWA Industrials Technical Leaders USD,0,0.0,1,0.9131168426231753,0.28087563096346624,96309848.56595407,43.28899445764054,613615.6183163967,21.631159338040387
117,DWA Technology Technical Leaders USD,DWA Technology Technical Leaders USD,0,0.0,1,0.9207393303173784,0.22716680680801737,171422859.51612827,43.87539682539683,1555924.54038475,14.89122935641602
118,DWA Utilities Technical Leaders USD,DWA Utilities Technical Leaders USD,0,0.0,1,0.8600274105268543,0.3451510714887075,120723879.38097388,37.00475059382423,1658219.943783584,14.538813436463956
119,Dan Ives Global Cloud Technology Prime Index,Dan Ives Global Cloud Technology Prime Index,0,0.0,1,0.7504052134322022,0.42456037012230136,43566256.68449198,59.05913978494624,344338.01894220564,71.9289028036466
120,Defined Asia Pacific Ex-Japan USD,Defined Asia Pacific Ex-Japan USD,0,0.0,1,0.7602479253228621,0.606530701309598,34818316.923578784,103.25952380952381,245715.08414596805,93.14702717215411
121,Defined Australia TR USD,Defined Australia TR USD,0,0.0,1,0.98570070766806,0.8048964186321973,1854587.211275917,40.757178014766204,11353.26643045325,135.96318667290197
122,Defined Brazil USD,Defined Brazil USD,0,0.0,1,0.8713534701196374,0.6613563041265691,61467641.618756935,51.05079365079365,753326.8300082802,72.9997049925631
123,Defined Canada TR USD,Defined Canada TR USD,0,0.0,1,0.859749941758064,0.7896206705318747,7311514.836403509,40.56521739130435,95061.48241357636,27.219400476796263
124,Defined China USD,Defined China USD,0,0.0,1,0.98001643662729,0.9357431916138529,14591131.7741251,51.49682539682539,177035.53069094298,109.29444602507948
125,Defined Developed Markets Ex-US USD,Defined Developed Markets Ex-US USD,0,0.0,1,0.8963957415871335,0.36830836594617206,618756409.8426445,306.1515873015873,5169456.712301337,19.118943727353066
126,Defined Developed Markets SC TR USD,Defined Developed Markets SC TR USD,0,0.0,1,0.655574384202498,0.5546938053397006,8901231.018828187,407.7626984126984,81786.3167051495,64.36869416654311
127,Defined Emerging Markets SC TR USD,Defined Emerging Markets SC TR USD,0,0.0,1,0.8719759388136328,0.3107284052159258,161571181.9911718,210.90238095238095,1689725.3943179986,44.03342586965975
128,Defined Emerging Markets USD,Defined Emerging Markets USD,0,0.0,1,0.8674258588706153,0.38047553088725167,414281989.3581077,157.5420634920635,3748030.819921008,18.327967785592136
129,Defined Europe USD,Defined Europe USD,0,0.0,1,0.787675981832474,0.48056925598554856,505454213.36086303,203.28492063492064,3960803.5489804423,15.625751982685793
130,Defined Germany TR USD,Defined Germany TR USD,0,0.0,1,0.9516774143346377,0.9087468493141176,154812192.65456057,40.61904761904762,445344.7726256158,42.87297583785501
131,Defined Hong Kong TR USD,Defined Hong Kong TR USD,0,0.0,1,0.935703385324841,0.9961623181364141,7182896.593875597,41.40032813781789,229158.72913531863,98.22031936254389
132,Defined Japan USD,Defined Japan USD,0,0.0,1,0.8277557760341868,0.9280190938069065,103792534.97723673,100.77619047619048,1362241.1691477753,38.37551841036516
133,Defined Large Cap Core TR USD,Defined Large Cap Core TR USD,0,0.0,1,0.8477176875419967,0.3670321783872025,1367134627.5440063,375.52142857142854,6200767.632889914,4.902580301638236
134,Defined Large Cap Growth USD,Defined Large Cap Growth USD,0,0.0,1,0.8804096084376752,0.38047091867426763,814732706.5589944,187.41746031746032,3991005.9009442725,8.040918703601825
135,Defined Large Cap Value USD,Defined Large Cap Value USD,0,0.0,1,0.8525637253395653,0.5539135252116885,959311631.0354711,188.0388888888889,4510124.640129442,5.563688301742248
136,Defined Latin America USD,Defined Latin America USD,0,0.0,1,0.86779048490262,0.7733975739245745,41413495.30095804,52.265079365079366,666244.992438672,78.0615776051223
137,Defined Mega Cap USD,Defined Mega Cap USD,0,0.0,1,0.8690929375449927,0.49681435597572815,18764489.64567783,49.95673076923077,91310.12531857133,26.38713762807132
138,Defined Mid Cap Core TR USD,Defined Mid Cap Core TR USD,0,0.0,1,0.8460075946576382,0.3997428545484752,741101151.7582422,450.6246031746032,2956703.980370214,11.658191034826942
139,Defined Mid Cap Growth USD,Defined Mid Cap Growth USD,0,0.0,1,0.8682426045310345,0.30210282500368485,195223306.9146635,224.75774424146147,1625883.5013928432,20.476412701175597
140,Defined Mid Cap Value USD,Defined Mid Cap Value USD,0,0.0,1,0.8893378657807244,0.4172792920822745,48639929.06216943,224.93809523809523,386514.0034276203,29.528033811424795
141,Defined Multi Cap Growth TR USD,Defined Multi Cap Growth TR USD,0,0.0,1,0.9003255468997893,0.3188699358835032,141258973.2642676,674.3,628612.5942327208,29.49121367003879
142,Defined Multi Cap Value TR USD,Defined Multi Cap Value TR USD,0,0.0,1,0.942649511897887,0.21640353553681313,90409711.56779097,674.8865079365079,317316.0058898926,28.579892192265078
143,Defined Small Cap Core USD,Defined Small Cap Core USD,0,0.0,1,0.8451500012943602,0.25422406705098977,520186768.58722883,525.1230158730159,2878790.9657365554,9.390964923573234
144,Defined Small Cap Growth USD,Defined Small Cap Growth USD,0,0.0,1,0.8950963585129058,0.3687259898511316,180754774.65543944,261.65714285714284,1812839.997357925,15.66093595135473
145,Defined Small Cap Value USD,Defined Small Cap Value USD,0,0.0,1,0.9061692632747075,0.34734155980489223,63916857.76845606,261.9714285714286,717226.0444295359,28.562982138898263
146,Defined South Korea USD,Defined South Korea USD,0,0.0,1,0.6332626655364189,0.9870086682376165,3674139.031539075,51.81952420016407,86096.90964157387,76.92121566671925
147,Defined Switzerland TR USD,Defined Switzerland TR USD,0,0.0,1,0.9419818768479561,0.8719931212509379,156115958.6597308,40.54365079365079,565419.0210774075,27.442415227006062
