,index_name,index_id,competition,top3_issuer,d_OwnIndex,ratio_tii,ratio_tra,aum_index,num_hold_index,volume_index,spread_index
15,BONY Emerging Markets 50 ADR TR USD,BONY Emerging Markets 50 ADR TR USD,0,0.0,1,0.8947196721897124,0.24945796371958967,137319092.60920823,50.84444444444444,381371.028921536,34.228929404449644
16,BONY Europe 100 ADR TR,BONY Europe 100 ADR TR,0,0.0,1,,,13993335.269644912,74.1963426371511,38166.955065643,61.21344481768262
17,BONY New Frontier DR TR USD,BONY New Frontier DR TR USD,0,0.0,1,,,55616318.274237774,85.6923076923077,466359.0295455417,30.055391051960893
18,BVP Nasdaq Emerging Cloud Index,BVP Nasdaq Emerging Cloud Index,0,0.0,0,0.21454471431015265,0.08171519465322558,348475329.7779192,52.71378091872791,12961612.715170657,21.59478713280311
19,Barrons 400 TR USD,Barrons 400 TR USD,0,0.0,1,0.8294730126079519,0.7585751553888462,163597863.97992083,399.16162420382165,449530.1596794933,11.793979197916004
20,Beacon Global Timber USD,Beacon Global Timber USD,0,0.0,1,0.6202710328918767,0.23853955224091491,161105743.537231,86.48374306106265,630997.439946519,25.95947662575781
21,Beacon Spin-Off TR USD,Beacon Spin-Off TR USD,0,0.0,1,0.8680245829388465,0.37535795849898074,164533025.7005538,51.49563838223632,555198.6754935918,20.941012705724106
22,Beta Advantage Research Enhanced U.S. Equity Index,Beta Advantage Research Enhanced U.S. Equity Index,0,0.0,1,1.0,0.09568699124837031,36184882.59644859,357.7830188679245,419000.98292585666,41.535815705145836
23,Beta Advantage Research Enhanced U.S. Value Index,Beta Advantage Research Enhanced U.S. Value Index,0,0.0,1,1.0,0.12291378792826081,3700859.2269470403,284.22641509433964,27239.351852959502,31.40667161530611
24,Beta Advantage Sustainable Global Equity Income 200 Index,Beta Advantage Sustainable Global Equity Income 200 Index,0,0.0,1,,,9096649.428681204,216.16932907348243,40611.9842701973,47.01721312404379
25,Beta Advantage Sustainable International Equity Income 100 Index,Beta Advantage Sustainable International Equity Income 100 Index,0,0.0,1,1.0,0.6778790294586974,7762372.4284895845,119.49691085613416,44184.93211684028,92.16286592489203
26,Beta Advantage Sustainable U.S. Equity Income 100 Index,Beta Advantage Sustainable U.S. Equity Income 100 Index,0,0.0,1,0.7710472588297436,0.7651106552054429,4809935.856493056,102.10944395410415,23889.31775173611,45.04002833682001
27,BlueStar 5G Communications Index,BlueStar 5G Communications Index,0,0.0,1,0.7379588136963743,0.13112357100763852,261185297.4676724,70.70410367170626,4608564.504173922,10.10987495424365
28,BlueStar Israel Global TR USD,BlueStar Israel Global TR USD,0,0.0,1,0.9337847493930851,0.49616580264667276,48238206.77488519,134.22098569157393,129791.70204663498,55.407538232945036
29,BlueStar Quantum Computing and Machine Learning Index,BlueStar Quantum Computing and Machine Learning Index,0,0.0,1,0.997885225667771,0.5168974338842998,17552863.660409555,75.49488054607508,283466.4472093857,17.543828108505966
30,BofA Merrill Lynch Diversified Core U.S. Preferred Securities Index,BofA Merrill Lynch Diversified Core U.S. Preferred Securities Index,0,0.0,1,0.8390950082627464,0.23065850609638822,357085103.8288009,257.76150121065376,3894766.545077218,20.815199877890624
31,BrandTransact50 Index,BrandTransact50 Index,0,0.0,1,0.9722224088363898,0.978833489650369,8895591.10619469,50.75160051216389,109957.84985183312,163.72160790487087
32,CBOE NASDAQ-100 BuyWrite USD,CBOE NASDAQ-100 BuyWrite USD,0,0.0,0,0.8264755492140786,0.2621176202148012,433330076.63734174,79.31980906921241,4843389.120911076,22.282222328603925
33,CEMP Emerging Market 500 Volatility Weighted Index,CEMP Emerging Market 500 Volatility Weighted Index,0,0.0,1,0.9931103614630997,0.016891294497756008,27125409.087427143,466.91450125733445,202755.7977318901,45.90165393344601
34,CEMP Emerging Market High Dividend 100 Volatility Weighted Index,CEMP Emerging Market High Dividend 100 Volatility Weighted Index,0,0.0,1,0.9499975325454342,0.1764576374643008,26351888.439450685,100.80524344569288,204553.70508202247,36.78088257590622
35,CEMP International 500 Long/Cash Volatility Weighted Index,CEMP International 500 Long/Cash Volatility Weighted Index,0,0.0,1,0.9097255419135927,0.32563068014638014,90123605.33254157,468.8277777777778,529575.2295689628,33.92702892004852
36,CEMP International 500 Volatility Weighted Index,CEMP International 500 Volatility Weighted Index,0,0.0,1,0.9925671261619066,0.0183283487414926,38613674.90973872,485.0625990491284,196301.14734283453,40.002971369319695
37,CEMP International High Dividend 100 Volatility Weighted Index,CEMP International High Dividend 100 Volatility Weighted Index,0,0.0,1,0.9957538144899636,0.03917763768714093,43354844.11876485,100.79080824088749,252240.45963428347,37.49290892975677
38,CEMP U.S. Large Cap 500 Long/Cash Volatility Weighted Index,CEMP U.S. Large Cap 500 Long/Cash Volatility Weighted Index,0,0.0,1,0.8611545386987738,0.25521338501829705,591602639.1068884,499.26984126984127,2755331.4189243866,9.024004448279351
39,CEMP U.S. Large Cap 500 Volatility Weighted Index,CEMP U.S. Large Cap 500 Volatility Weighted Index,0,0.0,1,0.9037143782215107,0.36117065748529004,464820429.3602534,499.0706349206349,2474029.245246477,10.256397040141055
40,CEMP U.S. Large Cap High Dividend 100 Long/Cash Volatility Weigh,CEMP U.S. Large Cap High Dividend 100 Long/Cash Volatility Weigh,0,0.0,1,0.8982262886094984,0.32684612434833354,505221710.7792162,100.82142857142857,2339285.1869558985,9.242292241028787
41,CEMP U.S. Small Cap 500 Long/Cash Volatility Weighted Index,CEMP U.S. Small Cap 500 Long/Cash Volatility Weighted Index,0,0.0,1,0.9142701444305275,0.4171577216398013,64998966.19002375,469.91190476190474,464199.4475557403,23.144397644423467
42,CEMP US Large Cap High Dividend 100 Volatility Weighted Index,CEMP US Large Cap High Dividend 100 Volatility Weighted Index,0,0.0,1,0.875402479981457,0.5346274985576241,168892963.50435472,100.75238095238095,1031489.6794400634,13.734490803349761
43,CEMP US Small Cap 500 Volatility Weighted Index,CEMP US Small Cap 500 Volatility Weighted Index,0,0.0,1,0.8833155880025254,0.1823845469239612,24937285.65162312,469.8015873015873,181510.71376025336,22.206011860399638
44,CEMP US Small Cap High Dividend 100 Volatility Weighted Index,CEMP US Small Cap High Dividend 100 Volatility Weighted Index,0,0.0,1,0.871513890082147,0.09212399473325227,50043949.072050676,100.23650793650793,349478.9182643705,24.690501936646196
45,CIBC Atlas Clean Energy Index,CIBC Atlas Clean Energy Index,0,0.0,1,0.9918085786138781,0.04715573565265991,147027811.26107755,32.608626198083066,1585893.4645344939,30.301633100581366
46,CRSP US Mega Cap Growth TR USD,CRSP US Mega Cap Growth TR USD,0,1.0,1,0.8692772248084943,0.25982356771868165,4176273312.014331,131.1904761904762,26576589.158801425,2.9897829630054282
47,CRSP US Mega Cap TR USD,CRSP US Mega Cap TR USD,0,1.0,1,0.8274343133718255,0.17120483277279006,1638775482.4267616,270.96507936507936,7147685.5313264765,2.978231325817782
48,CRSP US Mega Cap Value TR USD,CRSP US Mega Cap Value TR USD,0,1.0,1,0.8775589464108245,0.276099875472376,2031095405.1976247,155.32460317460317,7591745.62294711,4.853380158947578
49,CRSP US Mid Cap Growth TR USD,CRSP US Mid Cap Growth TR USD,0,1.0,1,0.7636372292182918,0.20524643082881713,5439476337.567379,165.5015873015873,19560600.848599676,2.838255131215383
50,CRSP US Mid Cap TR USD,CRSP US Mid Cap TR USD,0,1.0,1,0.7911554322982635,0.08292998898935636,22970480745.692795,356.25555555555553,82571125.55857426,2.2619427311856395
51,CRSP US Mid Cap Value TR USD,CRSP US Mid Cap Value TR USD,0,1.0,1,0.7255159702013667,0.18638799982198345,7895927403.262232,207.50555555555556,34573614.08970665,2.6325550271687037
52,CSI 300 TR CNY,CSI 300 TR CNY,0,0.0,1,,,74367165.1496618,312.57458563535914,785492.5324336381,17.85198048599314
53,CSI 300 USD,CSI 300 USD,0,0.0,1,0.8971225889823375,0.3638470162132046,1028618191.5728425,529.0493630573249,78792447.26071021,4.583933021305629
54,CSI 300 USD Hedged Index,CSI 300 USD Hedged Index,0,0.0,1,0.8300570388954188,0.38081616961177944,12856374.22931908,190.37678855325913,81680.07883127475,52.823522325455535
55,CSI Overseas China Five-Year Plan GR USD,CSI Overseas China Five-Year Plan GR USD,0,0.0,1,0.9956445882550193,0.9196015430883967,6401147.003452098,74.90582601755786,119723.86737403009,296.9198335805022
56,Cambria Emerging Shareholder Yield Index,Cambria Emerging Shareholder Yield Index,0,0.0,1,0.7936747526671252,0.17207732428196335,20808929.81720354,100.9187725631769,130782.37285610619,91.51590274425779
57,Cambria Foreign Shareholder Yield USD,Cambria Foreign Shareholder Yield USD,0,0.0,1,0.8778401416955132,0.5156821386539965,30586652.506706256,107.6128514056225,159108.40329889153,56.70570967677825
58,Cambria Global Value USD,Cambria Global Value USD,0,0.0,1,0.38244168860946565,0.2112449379443775,127350440.96922408,134.93028846153845,603098.5356060966,26.833769534698416
59,Cannabis Index,Cannabis Index,0,0.0,1,0.9891390061595645,0.7653642388704168,11486350.367125383,26.344827586206897,478171.9589357798,99.53908247904373
60,Cboe Russell 2000 BuyWrite Index,Cboe Russell 2000 BuyWrite Index,0,0.0,0,0.6214267827222941,0.059786668412039126,12304656.854675926,3.9952830188679247,198025.26597222223,71.5152206835249
61,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index,0,0.0,1,0.7344801846229372,0.024769573625580858,9916794.25061425,99.68880688806888,78565.83867665847,41.34302697593465
62,China Securities 500 Index,China Securities 500 Index,0,0.0,1,0.9702044817545757,0.9007957628421496,31333433.67907363,811.046178343949,676719.1093433095,21.00304191056043
63,Communication Services Select Sector SPDR,US Communications Sector,1,1.0,1,0.8986023923741863,0.14558680403509305,5872480623.209874,58.17464492372436,134092299.46695992,4.394270847502099
64,Concinnity Conscious Companies Index,Concinnity Conscious Companies Index,0,0.0,1,0.9065626100506449,0.5497200525681519,95440854.1758834,147.34977578475338,778103.4789719081,35.80079309621205
65,Consumer Discretionary Select Sector SPDR,Consumer Discretionary Sector,1,1.0,1,0.8651064394778463,0.19394617705544465,15405912095.12415,214.8563492063492,537248180.7645072,2.8330977370602857
66,Consumer Staples Select Sector SPDR,Consumer Staples Sector,1,1.0,1,0.8852397851755223,0.217920652338527,14657476483.23658,69.70912698412698,735881720.4819405,2.6862939490825033
67,Credit Suisse 130/30 Large Cap USD,Credit Suisse 130/30 Large Cap USD,0,0.0,1,0.6348227722293663,0.4266102142144414,618059604.0443388,292.0491283676704,2210180.0642144103,17.573755314964753
68,DAX Index,DAX Index,0,0.0,1,0.8306139311656344,0.8047318979336349,16784767.925300635,23.38106603023071,184379.1510709652,47.52155969742531
69,DJ Asia Pac Select Dividend 30 TR USD,DJ Asia Pac Select Dividend 30 TR USD,0,0.0,0,0.8926031432488394,0.5821994973409148,39342574.53634205,40.775930324623914,438162.34385732387,30.882136469595736
70,DJ EM Consumer Titans 30 TR USD,DJ EM Consumer Titans 30 TR USD,0,0.0,0,0.8930097058155766,0.35826192783196525,505043392.0675534,42.20190779014308,3265138.493540697,14.59212610226917
71,DJ EPAC Select Dividend TR USD,DJ EPAC Select Dividend TR USD,0,0.0,0,0.840484905661181,0.20514080258660083,3918966837.193904,117.51464766429137,23614671.01045376,5.122434134613918
72,DJ Emerging Markets Sel Dividend TR USD,DJ Emerging Markets Sel Dividend TR USD,0,0.0,0,0.898041017448212,0.26807664951334365,433913320.68388754,115.41726049089469,4231153.820180206,17.95638096916377
73,DJ Global Select Dividend TR USD,DJ Global Select Dividend TR USD,0,0.0,0,0.8209765583430602,0.32218446642449633,437633958.65205073,98.6,1994397.6034513856,13.606961218536474
74,DJ Global TR USD,DJ Global TR USD,0,1.0,0,0.7476980799603302,0.7102628993142707,87861940.31753048,180.98887122416534,226527.77631211403,29.61237960049601
75,DJ Industrial Average TR USD,DJ Industrial Average TR USD,0,1.0,0,0.8463834826795945,0.31555301511251604,18941739204.08076,30.899841017488075,941621760.318307,0.7118855357483432
76,DJ Select Micro Cap TR USD,DJ Select Micro Cap TR USD,0,0.0,0,0.7883874751435006,0.335871711939367,104310795.82690421,239.71587301587303,741575.3890596991,22.24945189314365
77,DJ Transportation Average TR USD,DJ Transportation Average TR USD,0,0.0,0,0.8924429327383385,0.32424637067115786,742637718.0160729,22.65083135391924,45245608.63566308,3.388355110367279
78,DJ US Basic Materials TR USD,DJ US Basic Materials TR USD,0,0.0,0,0.7619917459138594,0.2719929141325693,553285332.2473476,51.23911322248615,10535788.06867498,4.2144283917302
79,DJ US Broad Stock Market TR USD,DJ US Broad Stock Market TR USD,0,0.0,0,0.456874868729033,0.055110711373001484,11645284573.438639,2237.785884218874,58223690.174749956,2.407684983827142
80,DJ US Consumer Goods TR USD,DJ US Consumer Goods TR USD,0,0.0,0,0.8349282653851879,0.3398329225096041,576554222.8535234,111.9865399841647,5078089.2723126365,3.5927745358003014
81,DJ US Consumer Svcs TR USD,DJ US Consumer Svcs TR USD,0,0.0,0,0.8661038217254325,0.3142586357538959,877632243.8317894,170.90657165479018,7863165.903939081,4.003749963562184
82,DJ US Dividend 100 TR USD,DJ US Dividend 100 TR USD,0,0.0,0,0.6854644577380516,0.11747186832375595,7796892803.6530485,111.19429024583664,50317704.55501235,2.9999570322391094
83,DJ US Financial Services TR USD,DJ US Financial Services TR USD,0,0.0,0,0.8688346287375717,0.246388128003071,1271190816.11924,117.00158353127475,15659350.713758336,3.5150662776027675
84,DJ US Financial TR USD,DJ US Financial TR USD,0,0.0,0,0.8370259077158579,0.21938783787253732,1659132935.7029693,283.8202692003167,35348226.21303969,2.559056929987549
85,DJ US Health Care TR USD,DJ US Health Care TR USD,0,0.0,0,0.8660086046142295,0.3070916177720362,2060809927.1095011,123.86381631037213,17094825.683302805,3.4585648642852487
86,DJ US Industrials TR USD,DJ US Industrials TR USD,0,0.0,0,0.8698286214067597,0.2792015188284758,932050357.6833334,209.69675376088676,9699882.04915327,3.8992269564227535
87,DJ US Oil&Gas TR USD,DJ US Oil&Gas TR USD,0,0.0,0,0.8370196569226974,0.341532340335882,899402658.4901822,66.23594615993666,30638047.403602533,3.899171921011821
88,DJ US Select Dividend TR USD,DJ US Select Dividend TR USD,0,0.0,0,0.8083449319622518,0.15916665570980104,16103914845.69913,101.34837688044338,70236952.15094537,2.7425554833609
89,DJ US Select HC Providers TR USD,DJ US Select HC Providers TR USD,0,0.0,0,0.49308777049522046,0.5869145418982925,735735540.188361,49.572446555819475,10838263.849703358,5.162840648253229
90,DJ US Select Home Builders TR USD,DJ US Select Home Builders TR USD,0,0.0,0,0.8557290216930961,0.42160857774384336,1437020061.8653998,46.98020585906572,106349431.43991686,3.9796640142415667
91,DJ US Select Insurc TR USD,DJ US Select Insurc TR USD,0,0.0,0,0.5205811825968703,0.4288630871244582,113438108.90324622,63.96437054631829,791887.0226087094,7.821987775584418
92,DJ US Select Investment Svcs TR USD,DJ US Select Investment Svcs TR USD,0,0.0,0,0.8186764046091433,0.6899884913462808,200969821.76369753,28.292161520190025,2717313.777181235,5.934181906475903
93,DJ US Select Medical Equip TR USD,DJ US Select Medical Equip TR USD,0,0.0,0,0.8629347929036649,0.3230640854956991,3051815890.5680127,56.27949326999208,37837358.60309921,4.5784894657699295
94,DJ US Select Oil Equip&Svcs TR USD,DJ US Select Oil Equip&Svcs TR USD,0,0.0,0,0.8195169932420091,0.43767062050140804,182751605.3178939,37.29374505146477,2711496.6640015044,8.408822187259966
95,DJ US Select Oil Explor&Prodtn TR USD,DJ US Select Oil Explor&Prodtn TR USD,0,0.0,0,0.7886730335834361,0.37143090509727156,322326490.8706651,57.756927949327,6636391.1244816305,6.870865513666974
96,DJ US Select Pharms TR USD,DJ US Select Pharms TR USD,0,0.0,0,0.6728566405005002,0.33745756022295753,485039601.5437054,44.92953285827395,3334436.827955186,7.529280241312116
97,DJ US Select Regional Banks TR USD,DJ US Select Regional Banks TR USD,0,0.0,0,0.7271926354243632,0.26390595067980155,532209184.96896285,58.060965954077595,9566014.913012985,4.64082134562169
98,DJ US Select Telecom TR USD,DJ US Select Telecom TR USD,0,0.0,0,0.87346275586485,0.3338198530952768,456083816.0732383,36.027711797307994,13972113.96824893,4.8145563330295165
99,DJ US TR USD,DJ US TR USD,0,0.0,0,0.7602483163140246,0.30446593909693165,1126397761.689034,1203.2779097387174,4153449.452652312,4.336612326960848
100,DJ US TSM Large Cap Growth TR USD,DJ US TSM Large Cap Growth TR USD,0,0.0,0,0.43966910797190367,0.05540673626120512,6312530801.012273,397.15067406819986,33269892.83206472,3.0179734986095528
101,DJ US TSM Large Cap TR USD,DJ US TSM Large Cap TR USD,0,0.0,0,0.6942451504576881,0.03530215056080831,13164961740.256533,768.9619349722442,71023305.62667522,2.2563995665517185
102,DJ US TSM Large Cap Value TR USD,DJ US TSM Large Cap Value TR USD,0,0.0,0,0.3930804907941108,0.06561372654670296,4547576185.308155,385.3877874702617,25208660.066498812,3.7018512860195014
103,DJ US TSM Mid Cap TR USD,DJ US TSM Mid Cap TR USD,0,0.0,0,0.5234445289998836,0.04901501572740525,4591868564.001187,531.6796193497224,19358915.77931623,3.990985482325696
104,DJ US TSM Small Cap TR USD,DJ US TSM Small Cap TR USD,0,0.0,0,0.6796656092695217,0.03421446674307847,6781668734.002771,1745.96986518636,31286857.1986536,3.646821914070513
105,DJ US Technology TR USD,DJ US Technology TR USD,0,0.0,0,0.8157120699365775,0.2918454344305005,3977660525.372447,147.43230403800476,33355959.579051755,2.3069905068738064
106,DJ US Thematic Market Neut Momen TR USD,DJ US Thematic Market Neut Momen TR USD,0,0.0,0,0.7786068533665673,0.7437687626516353,4626146.995249406,510.0665024630542,109704.25725415676,72.55262662521211
107,DJ US Thematic Mkt Neut Anti-Beta TR USD,DJ US Thematic Mkt Neut Anti-Beta TR USD,0,0.0,0,0.9174053032905211,0.19194321520628407,3197524664.7323833,429.58292282430216,1403652.9823822645,30.880314077960694
108,DJ US Thematic Mkt Neut Value TR USD,DJ US Thematic Mkt Neut Value TR USD,0,0.0,0,0.7101662756491267,0.9999388152700258,1393371.733966746,370.20032840722496,28975.507025969913,202.20261480712898
109,DJ US Utilities TR USD,DJ US Utilities TR USD,0,0.0,0,0.6876137462798402,0.20591861863987482,807084252.3773555,53.055423594615995,13460975.723099034,3.9526265168486847
110,DWA Basic Materials Technical Leaders USD,DWA Basic Materials Technical Leaders USD,0,0.0,1,0.8604198241166806,0.563125319867975,88452003.75840063,43.74126984126984,540315.0799658749,23.386593048331164
111,DWA Consumer Cyclicals Technical Leaders USD,DWA Consumer Cyclicals Technical Leaders USD,0,0.0,1,0.8695754395679928,0.4217600743357408,54900661.17519399,41.38333333333333,779188.3060676168,23.392420664189867
112,DWA Consumer Staples Technical Leaders USD,DWA Consumer Staples Technical Leaders USD,0,0.0,1,0.9140468156503571,0.3165239782567048,154004379.4267696,37.12698412698413,1128643.0044508316,20.927424739607684
113,DWA Energy Technical Leaders USD,DWA Energy Technical Leaders USD,0,0.0,1,0.8871053916057435,0.23403371878899465,84015034.09996833,40.38242280285036,860466.2773703879,16.94861563632564
114,DWA Financials Technical Leaders USD,DWA Financials Technical Leaders USD,0,0.0,1,0.943903474850963,0.23537042729987703,49495004.96115598,47.3531746031746,503806.16110395885,28.389588015050872
115,DWA Healthcare Technical Leaders USD,DWA Healthcare Technical Leaders USD,0,0.0,1,0.9030685953317097,0.09747474939962632,193128037.0664529,49.79047619047619,2416905.4045633413,17.116083493899534
116,DWA Industrials Technical Leaders USD,DWA Industrials Technical Leaders USD,0,0.0,1,0.9119066596760845,0.283442231885814,96309848.56595407,43.28899445764054,613615.6206478227,21.631152519689934
117,DWA Technology Technical Leaders USD,DWA Technology Technical Leaders USD,0,0.0,1,0.9294771283398908,0.19712277692956293,171422859.51612827,43.87539682539683,1555924.5381793824,14.891244172351978
118,DWA Utilities Technical Leaders USD,DWA Utilities Technical Leaders USD,0,0.0,1,0.8594887469800558,0.3444806502548832,120723879.38097388,37.00475059382423,1658219.9452987332,14.538815431286036
119,Dan Ives Global Cloud Technology Prime Index,Dan Ives Global Cloud Technology Prime Index,0,0.0,1,0.7557286899550816,0.4370186794207187,43566256.68449198,59.05913978494624,343935.9532010695,71.90008039157811
120,Defined Asia Pacific Ex-Japan USD,Defined Asia Pacific Ex-Japan USD,0,0.0,1,0.7609321172203299,0.6032936700796219,34818316.923578784,103.25952380952381,245715.08423317497,93.14702664024112
121,Defined Australia TR USD,Defined Australia TR USD,0,0.0,1,0.9863447210972003,0.8119956999819309,1854587.211275917,40.757178014766204,11353.266426475278,135.96318300300499
122,Defined Brazil USD,Defined Brazil USD,0,0.0,1,0.877277342139211,0.6457818787511304,61467641.618756935,51.05079365079365,753326.8344980997,72.99969581529287
123,Defined Canada TR USD,Defined Canada TR USD,0,0.0,1,0.8596321124458041,0.7909985102466637,7311514.836403509,40.56521739130435,95061.48207208932,27.219393712105717
124,Defined China USD,Defined China USD,0,0.0,1,0.9810286856706187,0.9401239241425886,14591131.7741251,51.49682539682539,177035.5297193191,109.29445829592467
125,Defined Developed Markets Ex-US USD,Defined Developed Markets Ex-US USD,0,0.0,1,0.8965352097472181,0.36445345944692714,618756409.842977,306.1515873015873,5169456.715972288,19.118961230790905
126,Defined Developed Markets SC TR USD,Defined Developed Markets SC TR USD,0,0.0,1,0.6595237474073478,0.5415851468647614,8901231.018828187,407.7626984126984,81786.31689113223,64.36867399876591
127,Defined Emerging Markets SC TR USD,Defined Emerging Markets SC TR USD,0,0.0,1,0.8709838327469609,0.3105481511148588,161571181.9911718,210.90238095238095,1689725.3951119557,44.033437819198525
128,Defined Emerging Markets USD,Defined Emerging Markets USD,0,0.0,1,0.8671458053302904,0.37771187704890397,414281989.3581077,157.5420634920635,3748030.821630166,18.327951817910815
129,Defined Europe USD,Defined Europe USD,0,0.0,1,0.7876919809862127,0.4790357896361822,505454213.36086303,203.28492063492064,3960803.553002217,15.625756060741628
130,Defined Germany TR USD,Defined Germany TR USD,0,0.0,1,0.9532738378824,0.9100494827924909,154812192.65456057,40.61904761904762,445344.7729435471,42.87295663086748
131,Defined Hong Kong TR USD,Defined Hong Kong TR USD,0,0.0,1,0.9355136479494658,0.9961825640975357,7182896.593875597,41.40032813781789,229158.73150996809,98.22035339942974
132,Defined Japan USD,Defined Japan USD,0,0.0,1,0.8281703481097132,0.9287830591416769,103792534.97723673,100.77619047619048,1362241.1735551069,38.37551072164353
133,Defined Large Cap Core TR USD,Defined Large Cap Core TR USD,0,0.0,1,0.8465585671136928,0.3675308703366238,1367134627.5447981,375.52142857142854,6200767.633727316,4.9025868160112696
134,Defined Large Cap Growth USD,Defined Large Cap Growth USD,0,0.0,1,0.8801899072322583,0.3784793491530578,814732706.5590341,187.41746031746032,3991005.9011998414,8.040918175935786
135,Defined Large Cap Value USD,Defined Large Cap Value USD,0,0.0,1,0.8520329654768183,0.5557727104997049,959311631.0363026,188.0388888888889,4510124.645846952,5.563677512693108
136,Defined Latin America USD,Defined Latin America USD,0,0.0,1,0.8680152308190179,0.7680793430929835,41413495.30095804,52.265079365079366,666244.9923747426,78.06157063142346
137,Defined Mega Cap USD,Defined Mega Cap USD,0,0.0,1,0.8695492808979709,0.4854741360230899,18764489.64567783,49.95673076923077,91310.1253777512,26.387116592315472
138,Defined Mid Cap Core TR USD,Defined Mid Cap Core TR USD,0,0.0,1,0.8443939635487991,0.39836624798568454,741101151.7582422,450.6246031746032,2956703.9777422803,11.658184218333355
139,Defined Mid Cap Growth USD,Defined Mid Cap Growth USD,0,0.0,1,0.8683159120058566,0.3014626204005509,195223306.9146635,224.75774424146147,1625883.504229533,20.476427995707954
140,Defined Mid Cap Value USD,Defined Mid Cap Value USD,0,0.0,1,0.8903228629994022,0.42105322872603596,48639929.06216943,224.93809523809523,386514.0034861441,29.52803863231892
141,Defined Multi Cap Growth TR USD,Defined Multi Cap Growth TR USD,0,0.0,1,0.8983619504742906,0.32081336286408263,141258973.2642676,674.3,628612.5950668249,29.4912176034695
142,Defined Multi Cap Value TR USD,Defined Multi Cap Value TR USD,0,0.0,1,0.9398058883944771,0.22332476746154317,90409711.56779097,674.8865079365079,317316.00608368963,28.579899383427332
143,Defined Small Cap Core USD,Defined Small Cap Core USD,0,0.0,1,0.84149805486478,0.2524796472215704,520186768.58722883,525.1230158730159,2878790.9708642913,9.390972979433055
144,Defined Small Cap Growth USD,Defined Small Cap Growth USD,0,0.0,1,0.8930812593283664,0.3684280962325985,180754774.65543944,261.65714285714284,1812839.9967410925,15.660938840806798
145,Defined Small Cap Value USD,Defined Small Cap Value USD,0,0.0,1,0.9069966886073715,0.36948666043436545,63916857.76845606,261.9714285714286,717226.0427757719,28.56298522601654
146,Defined South Korea USD,Defined South Korea USD,0,0.0,1,0.6004857047556998,0.9865365785708984,3674139.031539075,51.81952420016407,86096.90951196173,76.92121471668757
147,Defined Switzerland TR USD,Defined Switzerland TR USD,0,0.0,1,0.9433760528102054,0.8752910896006032,156115958.6597308,40.54365079365079,565419.0204505938,27.442415058255015
